"","five_year_period","cown","cc3","average_crisis_tally","average_banking_crisis","average_currency_crisis","average_domestic_debt_crisis","average_external_debt_crisis","average_inflation_crisis","average_gdppc","average_pop","average_growth","democracy","independence","gold_standard"
"1699",1920,160,"ARG",0,0,0,0,0,0,5908.4,9416.4,4.1922299866691,1,1,0
"1700",1920,165,"URY",0.4,0,0,0,0.4,0,3870.4,1433.8,-0.811309397628972,1,1,NA
"1701",1920,200,"GBR",0,0,0,0,0,0,7326.2,44955.2,0.784038433794132,1,1,0
"1702",1920,205,"IRL",NA,NA,0,NA,NA,NA,4094.75,3295.6,0.479269039753962,1,1,NA
"1703",1920,210,"NLD",0.8,0.4,0,0,0,0,7262.4,7043,3.51472117459896,1,1,0
"1704",1920,211,"BEL",0.2,0,0,0,0,0.2,6886.6,7593.8,6.62367599349888,1,1,0
"1705",1920,220,"FRA",0.8,0,0.6,0,0,0.2,5688.8,39570,8.55743751558792,1,1,0
"1706",1920,225,"CHE",NA,NA,0,NA,NA,NA,7282.16256,3881.2,4.79391300097616,1,1,NA
"1707",1920,230,"ESP",1.2,1,0.2,0,0,0,3388.8,21637.4,3.09827331267026,0,1,NA
"1708",1920,235,"PRT",1.4,0.4,0.2,0,0,0.8,2175,6153.8,3.73740520304057,1,1,0
"1709",1920,255,"DEU",2.2,0,1,0.4,0,0.8,4831,61874.2,5.06283880293427,1,1,0.2
"1710",1920,290,"POL",2.2,0,1.2,0.4,0,0.6,3000,24958.8,NA,1,1,0
"1711",1920,305,"AUT",2.6,0.2,0.8,0.6,0,0.8,4445.4,6518.4,7.05684979323743,1,1,0.4
"1712",1920,310,"HUN",0.4,0,0.2,0,0,0.2,2886,8097.4,NA,0,1,0
"1713",1920,325,"ITA",0.8,0.4,0.2,0,0,0.2,3989.8,38089,3.2462529203982,NA,1,0
"1714",1920,350,"GRC",1.2,0,0.6,0,0,0.6,2983.6,5887.4,10.681158270494,0,1,0
"1715",1920,360,"ROU",0.4,0,0.4,0,0,0,548.4,12669.6,6.92950273951223,0,1,0
"1716",1920,365,"RUS",4.4,0,1.4,1,1,1,NA,NA,NA,NA,1,0
"1717",1920,375,"FIN",0.8,0.2,0.4,0,0,0,3251.2,3205.6,6.11668053988901,1,1,0
"1718",1920,380,"SWE",0.8,0.4,0,0,0,0,4917.4,5958.8,3.67175143586668,1,1,0.6
"1719",1920,385,"NOR",1.8,0.6,0.6,0,0,0,4637.6,2688,1.0206368760486,1,1,0
"1720",1920,390,"DNK",0.8,0.2,0.2,0,0,0.2,6717.6,3318.8,3.38053918382863,1,1,0
"1721",1920,395,"ISL",NA,0,0,NA,NA,0,NA,NA,NA,1,1,NA
"1722",1920,437,"CIV",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1723",1920,452,"GHA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1724",1920,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1725",1920,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1726",1920,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1727",1920,540,"AGO",1,0,0,0,0,1,NA,NA,NA,NA,0,0
"1728",1920,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1729",1920,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1730",1920,560,"ZAF",0.2,0,0,0,0,0.2,2037,NA,NA,0,1,0
"1731",1920,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1732",1920,600,"MAR",0.2,0,0.2,0,0,0,NA,NA,NA,NA,0,NA
"1733",1920,615,"DZA",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1734",1920,616,"TUN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1735",1920,640,"TUR",1.4,0,0.4,0,1,0,1041.5,13922.5,8.50850850850851,0,1,NA
"1736",1920,651,"EGY",0.2,0,0,0,0,0.2,NA,NA,NA,NA,1,0
"1737",1920,710,"CHN",2.6,0.4,0.4,0.4,0.8,0.2,NA,475358,NA,0,1,NA
"1738",1920,713,"TWN",0.6,0.2,0.2,0,0,0,1690.2,3842.8,4.34950823226889,NA,0,NA
"1739",1920,732,"KOR",0,0,0,0,0,0,1464.66564,12285.6,0.913818033688413,NA,0,NA
"1740",1920,740,"JPN",0.4,0.2,0.2,0,0,0,3204.4103,57228,0.73817226892322,0,1,0
"1741",1920,750,"IND",0.333333333333333,0.4,0.4,0,0,0,1078.4,310720,0.35516460324045,NA,0,0
"1742",1920,775,"MMR",0.2,0,0,0,0,0.2,1133,13356.6,NA,NA,0,NA
"1743",1920,780,"LKA",0.2,0,0.2,0,0,0,1731.4,5359.8,-0.573203623086674,NA,0,0
"1744",1920,800,"THA",0.2,0,0.2,0,0,0,NA,10222.4,NA,0,1,0
"1745",1920,820,"MYS",0.2,0,0.2,0,0,0,2091.93184,3700.6,2.48458705543651,NA,0,0
"1746",1920,830,"SGP",0.2,0,0.2,0,0,0,2567.6,434.4,6.27966978164909,NA,0,0
"1747",1920,840,"PHL",0,0,0,0,0,0,2062.4,11147,2.24137772146316,NA,0,0.6
"1748",1920,850,"IDN",0.2,0,0,0,0,0.2,1427,56229.4,0.280457490680013,NA,0,0
"1749",1920,900,"AUS",0.4,0,0.4,0,0,0,8081.6,5581.8,2.81740864489978,1,1,0
"1750",1920,920,"NZL",0,0,0,0,0,0,8255.8,1299.2,-0.334383227701357,1,1,0
"1751",1925,2,"USA",0.8,0.2,0.6,0,0,0,11547.0484,119371.8,1.47440124271372,1,1,1
"1752",1925,20,"CAN",0,0,0,0,0,0,7626,9915.8,5.03496402887905,1,1,0.8
"1753",1925,42,"DOM",0,0,0,0,0,0,NA,NA,NA,0,1,1
"1754",1925,70,"MEX",0.6,0.2,0,0,0.4,0,2595,16360.2,-0.690854630299917,0,1,1
"1755",1925,90,"GTM",0,0,0,0,0,0,2466.2,1717.2,2.83040577272941,0,1,1
"1756",1925,91,"HND",0.2,0,0,0,0.2,0,2174.8,892,5.88182001917907,0,1,1
"1757",1925,92,"SLV",0,0,0,0,0,0,1600.6,1356,1.14293620745545,0,1,1
"1758",1925,93,"NIC",0,0,0,0,0,0,2318.4,670,6.64602196802846,0,1,1
"1759",1925,94,"CRI",0,0,0,0,0,0,2668.4,474,-1.3325740464125,0,1,1
"1760",1925,95,"PAN",0,0,0,0,0,0,2544,501.6,0.900816326083559,0,1,NA
"1761",1925,100,"COL",0.2,0,0,0,0,0.2,2236,7436,3.74189704325656,0,1,1
"1762",1925,101,"VEN",0,0,0,0,0,0,2596.2,3186.2,6.37382699253653,0,1,1
"1763",1925,130,"ECU",0.2,0,0,0,0.2,0,1845,1896.4,2.18320674393009,0,1,0.6
"1764",1925,135,"PER",0,0,0,0,0,0,2724.4,5231.6,4.65753695154935,0,1,0.4
"1765",1925,140,"BRA",1,0.4,0.2,0,0,0,1384,31600,2.19650977542938,0,1,0.4
"1766",1925,145,"BOL",0.6,0,0,0.6,0,0,2274.4,2316.2,3.1699880406475,0,1,0.2
"1767",1925,150,"PRY",0,0,0,0,0,0,NA,822.2,NA,0,1,0.6
"1768",1925,155,"CHL",0.4,0.2,0,0,0,0,5087.4,4083.6,3.96407525028188,0,1,0.8
"1769",1925,160,"ARG",0,0,0,0,0,0,6607.8,10969.8,1.52612752345351,1,1,0.6
"1770",1925,165,"URY",0,0,0,0,0,0,4828,1608.8,3.91308877361431,1,1,NA
"1771",1925,200,"GBR",0,0,0,0,0,0,8370,45386,2.33696732275222,1,1,1
"1772",1925,205,"IRL",NA,NA,0,NA,NA,NA,4258.8,2958.8,1.92000727117171,1,1,NA
"1773",1925,210,"NLD",0,0,0,0,0,0,8703.8,7574.8,3.07563397225731,1,1,1
"1774",1925,211,"BEL",1.2,0.4,0.4,0,0,0.2,7831.6,7905.4,1.75398324091525,1,1,0.8
"1775",1925,220,"FRA",0.2,0,0.2,0,0,0,6921.2,40940,2.48387199251222,1,1,0.4
"1776",1925,225,"CHE",NA,NA,0,NA,NA,NA,9176.0811,3961.6,3.90658615366746,1,1,NA
"1777",1925,230,"ESP",0.4,0.2,0.2,0,0,0,3882.8,22748.8,3.56623708643062,0,1,NA
"1778",1925,235,"PRT",0,0,0,0,0,0,2420.6,6538.6,3.24038325907059,NA,1,0.2
"1779",1925,255,"DEU",0.4,0.2,0,0,0,0,6126.8,63990.2,4.92480869389569,1,1,1
"1780",1925,290,"POL",0.4,0,0,0,0,0,3374,27150.6,NA,NA,1,0.8
"1781",1925,305,"AUT",0.4,0.2,0,0,0,0,5623.8,6623,3.19782675117579,1,1,1
"1782",1925,310,"HUN",0.4,0,0.4,0,0,0,3688.2,8447.8,5.60202583516463,0,1,1
"1783",1925,325,"ITA",0,0,0,0,0,0,4638.4,39834,2.54188400742783,0,1,0.6
"1784",1925,350,"GRC",0,0,0,0,0,0,3543.8,6121.4,2.63907504717136,1,1,0.6
"1785",1925,360,"ROU",0,0,0,0,0,0,654.2,13578.8,2.45676303673022,0,1,0.6
"1786",1925,365,"RUS",2.4,0,0.4,1,1,0,NA,NA,NA,NA,1,0
"1787",1925,375,"FIN",0,0,0,0,0,0,4049.2,3366.2,4.11261685468942,1,1,1
"1788",1925,380,"SWE",0,0,0,0,0,0,5955,6080,3.84468271492624,1,1,1
"1789",1925,385,"NOR",0.2,0.2,0,0,0,0,5059.4,2773,3.16023085353836,1,1,0.4
"1790",1925,390,"DNK",0,0,0,0,0,0,7489.6,3473.4,2.35858100045966,1,1,0.6
"1791",1925,395,"ISL",NA,0,0,NA,NA,0,NA,NA,NA,1,1,NA
"1792",1925,437,"CIV",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1793",1925,452,"GHA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1794",1925,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1795",1925,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1796",1925,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1797",1925,540,"AGO",0,0,0,0,0,0,NA,NA,NA,NA,0,0.2
"1798",1925,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1799",1925,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1800",1925,560,"ZAF",0,0,0,0,0,0,2300,NA,3.27568648572382,0,1,1
"1801",1925,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,0.6
"1802",1925,600,"MAR",0.2,0,0.2,0,0,0,NA,NA,NA,NA,0,NA
"1803",1925,615,"DZA",0,0,0,0,0,0,NA,NA,NA,NA,0,0.4
"1804",1925,616,"TUN",0,0,0,0,0,0,NA,NA,NA,NA,0,0.8
"1805",1925,640,"TUR",0.8,0,0,0,0.8,0,1348.8,14328.2,7.88214380600684,0,1,NA
"1806",1925,651,"EGY",0,0,0,0,0,0,NA,NA,NA,0,1,1
"1807",1925,710,"CHN",2.2,0.2,0.6,0,1,0.2,1003,483843,NA,0,1,NA
"1808",1925,713,"TWN",0.8,0.4,0,0,0,0,1951.4,4237.4,1.07763024931447,NA,0,NA
"1809",1925,732,"KOR",0,0,0,0,0,0,1519.9906,13358.2,1.12280866102785,NA,0,NA
"1810",1925,740,"JPN",0.2,0.2,0,0,0,0,3467.79758,61409.4,2.0574597558394,0,1,0
"1811",1925,750,"IND",0,0.2,0,0,0,0,1132,326460,0.878410874748194,NA,0,1
"1812",1925,775,"MMR",0,0,0,0,0,0,1298,14068.6,NA,NA,0,NA
"1813",1925,780,"LKA",0,0,0,0,0,0,2010.8,5608,3.49602723440953,NA,0,0.8
"1814",1925,800,"THA",0,0,0,0,0,0,1264,11458.4,NA,0,1,1
"1815",1925,820,"MYS",0,0,0,0,0,0,2343.75086,4130.4,11.0582592270297,NA,0,0.8
"1816",1925,830,"SGP",0,0,0,0,0,0,2722.2,532.6,5.7587044396766,NA,0,1
"1817",1925,840,"PHL",0,0,0,0,0,0,2186.2,12312.8,1.10225297924532,NA,0,1
"1818",1925,850,"IDN",0,0,0,0,0,0,1618.8,59542.4,2.76699890728777,NA,0,0
"1819",1925,900,"AUS",0,0,0,0,0,0,8730,6179,-0.556413258810769,1,1,1
"1820",1925,920,"NZL",0,0,0,0,0,0,8060.2,1431.2,0.639006177697792,1,1,1
"1821",1930,2,"USA",2.6,0.8,0.6,0.2,0.2,0,9144.35324,125379,-5.91309226744474,1,1,0.8
"1822",1930,20,"CAN",0.2,0,0.2,0,0,0,6231.6,10777.6,-5.75851896775103,1,1,0
"1823",1930,42,"DOM",0.8,0,0,0,0.8,0,NA,NA,NA,0,1,0.6
"1824",1930,70,"MEX",3,0.4,0.6,1,1,0,2127.6,17801,-1.66641448777291,0,1,0.4
"1825",1930,90,"GTM",0.4,0,0,0,0.4,0,2437.6,1858.2,-2.12378345519874,0,1,0.8
"1826",1930,91,"HND",0,0,0,0,0,0,2142.6,988,-4.00728303896055,0,1,0.8
"1827",1930,92,"SLV",0.6,0,0,0,0.6,0,1484.6,1474,-1.65402372202354,0,1,0.4
"1828",1930,93,"NIC",0.6,0,0,0,0.6,0,2111.6,694,-4.69930381305429,0,1,0.6
"1829",1930,94,"CRI",0.8,0,0.2,0,0.6,0,2461,520,-1.34832087530998,0,1,0.6
"1830",1930,95,"PAN",0.6,0,0,0,0.6,0,2393.6,544,-1.67146308994943,0,1,NA
"1831",1930,100,"COL",1.2,0,0.2,0,0.6,0.4,2402.6,8105.4,0.328650437247872,0,1,0.6
"1832",1930,101,"VEN",0,0,0,0,0,0,2884.6,3367.2,0.861036731289794,0,1,0.4
"1833",1930,130,"ECU",1.4,0,0.4,0,1,0,1913.6,2044.8,-0.595046451384234,0,1,0.6
"1834",1930,135,"PER",1.8,0,0.4,0.6,0.8,0,2514.6,5661.4,-1.31766684282563,0,1,0.6
"1835",1930,140,"BRA",1.2,0,0.6,0,0.6,0,1362.8,34971.6,0.23315158905028,0,1,0
"1836",1930,145,"BOL",2.2,0,0.4,1,0.8,0,2050.6,2453.6,-2.60449093151855,0,1,0.4
"1837",1930,150,"PRY",1.2,0,0.6,0,0.6,0,NA,922.6,NA,0,1,0
"1838",1930,155,"CHL",1.2,0,0.2,0,0.8,0.2,3923.4,4404,-3.57464537924806,1,1,0.4
"1839",1930,160,"ARG",0.8,0.4,0,0,0,0,5987,12384.4,-2.34243090268382,NA,1,0
"1840",1930,165,"URY",1.4,0,0.4,0.6,0.4,0,4808.6,1770.4,-0.829081108193828,NA,1,NA
"1841",1930,200,"GBR",0.6,0,0.2,0.2,0,0,8483.8,46292.2,0.454685557511383,1,1,0.4
"1842",1930,205,"IRL",NA,NA,0,NA,NA,NA,4602.2,2948.4,0.448227996006148,1,1,NA
"1843",1930,210,"NLD",0,0,0,0,0,0,8156.2,8116.8,-3.29604433313948,1,1,1
"1844",1930,211,"BEL",0.8,0.4,0,0,0,0,7571.6,8176.2,-1.73706946086097,1,1,1
"1845",1930,220,"FRA",1.2,0.6,0,0,0,0,6745,41834,-2.17814761512117,1,1,1
"1846",1930,225,"CHE",NA,NA,0,NA,NA,NA,9956.74746,4099,0.172398729819191,1,1,NA
"1847",1930,230,"ESP",0.6,0.2,0.4,0,0,0,3807.8,23897.6,-1.88405196476166,1,1,NA
"1848",1930,235,"PRT",0.4,0.4,0,0,0,0,2665.6,6954.8,2.11529939877902,0,1,0.4
"1849",1930,255,"DEU",1.8,0.6,0,0,0.6,0,5866.2,65731.8,-0.734386113007404,NA,1,0.4
"1850",1930,290,"POL",1,0.6,0,0,0,0,2760,29006.6,-5.46899929098499,0,1,1
"1851",1930,305,"AUT",1.4,0.2,0.2,0,0.4,0,4941,6724,-4.98320584956097,NA,1,0.4
"1852",1930,310,"HUN",1.8,0.4,0.4,0,0.6,0,3700.6,8784.8,-0.756445743817307,0,1,0.4
"1853",1930,325,"ITA",0.4,0.4,0,0,0,0,4550.2,41440,-1.77012319441331,0,1,1
"1854",1930,350,"GRC",2.2,0.4,0.2,0.6,0.6,0,3664.4,6517.2,0.754278804927953,1,1,0.4
"1855",1930,360,"ROU",1.4,0.2,0,0.4,0.4,0,644.2,14540.8,-1.52027386515281,0,1,0.6
"1856",1930,365,"RUS",3.2,0,0.4,1,1,0.8,NA,NA,NA,NA,1,0
"1857",1930,375,"FIN",0.8,0.2,0.4,0,0,0,4299.8,3500.6,2.05587652250956,1,1,0.4
"1858",1930,380,"SWE",0.8,0.4,0,0,0,0,6587.2,6176.4,1.1915018612988,1,1,0.4
"1859",1930,385,"NOR",0,0,0,0,0,0,5607.2,2841,0.883551221171798,1,1,0.4
"1860",1930,390,"DNK",0.6,0.2,0.2,0,0,0,8467.8,3602.6,1.30012069532158,1,1,0.4
"1861",1930,395,"ISL",NA,0,0.2,NA,NA,0,NA,NA,NA,1,1,NA
"1862",1930,437,"CIV",0,0,0,0,0,0,590.72,NA,NA,NA,0,NA
"1863",1930,452,"GHA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1864",1930,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1865",1930,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1866",1930,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,0.4
"1867",1930,540,"AGO",0,0,0,0,0,0,NA,NA,NA,NA,0,0.4
"1868",1930,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1869",1930,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1870",1930,560,"ZAF",0.2,0,0.2,0,0,0,2241.8,NA,1.34282930830169,0,1,0.4
"1871",1930,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,0.4
"1872",1930,600,"MAR",0.4,0,0.4,0,0,0,NA,NA,NA,NA,0,NA
"1873",1930,615,"DZA",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1874",1930,616,"TUN",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1875",1930,640,"TUR",0.8,0.2,0,0,0.4,0,1652.2,15416,2.36428168860534,0,1,NA
"1876",1930,651,"EGY",0.6,0.2,0,0,0,0.2,NA,NA,NA,0,1,0.4
"1877",1930,710,"CHN",2.4,0.4,0.4,0.2,1,0,985.2,496117.2,-1.21790109577744,0,1,NA
"1878",1930,713,"TWN",0.2,0,0.2,0,0,0,2010.6,4809.6,0.261792205917138,NA,0,NA
"1879",1930,732,"KOR",0,0,0,0,0,0,1641.45206,14341.2,2.33252549107127,NA,0,NA
"1880",1930,740,"JPN",0.2,0,0.2,0,0,0,3545.33926,66173.8,0.664666127322582,0,1,0.4
"1881",1930,750,"IND",0,0.4,0,0,0,0,1129.4,345900,-0.856940268146968,NA,0,0.4
"1882",1930,775,"MMR",0,0,0,0,0,0,1438,14882,NA,NA,0,NA
"1883",1930,780,"LKA",0.2,0,0.2,0,0,0,1918.8,5788,-1.01160128550635,NA,0,0.4
"1884",1930,800,"THA",0.2,0,0.2,0,0,0,NA,13066.2,NA,0,1,0.6
"1885",1930,820,"MYS",0,0,0,0,0,0,2921.71172,4604,-2.65669182939565,NA,0,0.4
"1886",1930,830,"SGP",0,0,0,0,0,0,2655.6,555.8,2.38820252610688,NA,0,0.4
"1887",1930,840,"PHL",0,0,0,0,0,0,2182.6,13837,-0.920745910118208,NA,0,0.8
"1888",1930,850,"IDN",0,0,0,0,0,0,1537.6,64022.8,-2.89901173544899,NA,0,0
"1889",1930,900,"AUS",1.4,0.4,0.6,0.4,0,0,7500.6,6577.6,-0.528028812075688,1,1,0.2
"1890",1930,920,"NZL",0.2,0,0,0.2,0,0,7366,1525.2,-1.77617990459616,1,1,0.2
"1891",1935,2,"USA",0.4,0,0.4,0,0,0,10648.30632,129603.8,5.41268727459828,1,1,0
"1892",1935,20,"CAN",0,0,0,0,0,0,6969.6,11348.4,5.28130204730838,1,1,0
"1893",1935,42,"DOM",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1894",1935,70,"MEX",2.4,0,0.4,1,1,0,2454.8,19388.6,3.41289129346721,0,1,0
"1895",1935,90,"GTM",0.4,0,0,0,0.4,0,3476,2066,10.9708677362293,0,1,0
"1896",1935,91,"HND",0,0,0,0,0,0,1705.8,1080,-1.53658889454539,0,1,0
"1897",1935,92,"SLV",0.6,0,0,0,0.6,0,1622,1570,2.1971744024522,0,1,0
"1898",1935,93,"NIC",1.6,0,0.6,0,0.6,0.4,1809.4,768,0.732719979439744,0,1,0
"1899",1935,94,"CRI",1.2,0,0.2,0,1,0,2764.4,578,5.45509840766397,0,1,0
"1900",1935,95,"PAN",1,0,0,0,1,0,2618.6,623.8,2.43938596984293,0,1,NA
"1901",1935,100,"COL",1,0,0,0,1,0,2843.8,8626.4,4.5889568890261,1,1,0
"1902",1935,101,"VEN",0,0,0,0,0,0,4046.2,3572.4,8.54101300807265,0,1,0
"1903",1935,130,"ECU",1.6,0,0.4,0,1,0.2,1928,2302,0.802664855678945,0,1,0
"1904",1935,135,"PER",2.4,0,0.4,1,1,0,3047.8,6138.2,1.87759053441958,0,1,0
"1905",1935,140,"BRA",0.8,0,0.2,0,0.6,0,1590.6,38703.4,2.07455898922703,0,1,0
"1906",1935,145,"BOL",3.2,0,0.6,1,1,0.6,2340.6,2599.2,3.47291251783615,0,1,0
"1907",1935,150,"PRY",1.4,0,0.4,0,1,0,2858,1036.6,NA,0,1,0
"1908",1935,155,"CHL",1,0,0,0,1,0,4870.8,4791.8,3.72540707973355,1,1,0
"1909",1935,160,"ARG",0,0,0,0,0,0,6442,13500.4,1.55889904136272,0,1,0
"1910",1935,165,"URY",1.8,0,0.4,0.6,0.8,0,5022,1913,2.57446956054053,0,1,NA
"1911",1935,200,"GBR",0.2,0,0.2,0,0,0,9749,47344.6,2.24426169798913,1,1,0
"1912",1935,205,"IRL",NA,NA,0,NA,NA,NA,4807.2,2951.4,1.18304870852019,1,1,NA
"1913",1935,210,"NLD",0.6,0.2,0.2,0,0,0,8399,8603.2,2.95811268099206,1,1,0.4
"1914",1935,211,"BEL",0.6,0.2,0.2,0,0,0,7890.2,8343,2.23585179591427,1,1,0.2
"1915",1935,220,"FRA",1.2,0,0.8,0,0,0.4,7037.8,41928,2.7835313752718,1,1,0.4
"1916",1935,225,"CHE",NA,NA,0,NA,NA,NA,9652.93364,4180.2,-0.209569216204178,1,1,NA
"1917",1935,230,"ESP",1.6,0,0.6,0.8,0.2,0,2971.4,25045.6,-4.55565293623849,NA,1,NA
"1918",1935,235,"PRT",0,0,0,0,0,0,2692.4,7397.2,-0.0585263650261056,0,1,0
"1919",1935,255,"DEU",1,0,0,0,1,0,7541.4,67979,6.983958063417,0,1,0
"1920",1935,290,"POL",0.4,0,0,0,0.4,0,2916.5,30763.6,8.4499495800173,0,1,0.4
"1921",1935,305,"AUT",0.2,0,0,0,0.2,0,5328.2,6736,7.63802855593999,0,1,0
"1922",1935,310,"HUN",0.6,0,0,0,0.6,0,4184.2,9106.4,3.7285543253553,0,1,0
"1923",1935,325,"ITA",0.6,0.2,0.4,0,0,0,4849.4,43106.2,3.36857768414634,0,1,0
"1924",1935,350,"GRC",2.2,0,0.2,1,1,0,4150.4,6973.8,1.91540429904575,NA,1,0
"1925",1935,360,"ROU",2.2,0,0.2,1,1,0,699.2,15422.2,2.56040972516866,0,1,0
"1926",1935,365,"RUS",2.2,0,0,1,1,0.2,NA,NA,NA,NA,1,0
"1927",1935,375,"FIN",0.4,0.2,0,0,0,0,5359,3629,2.74350464149421,1,1,0
"1928",1935,380,"SWE",0,0,0,0,0,0,7663.4,6280,4.11788807385202,1,1,0
"1929",1935,385,"NOR",0.2,0.2,0,0,0,0,6609.2,2920.4,4.07974721979798,1,1,0
"1930",1935,390,"DNK",0,0,0,0,0,0,9078.8,3749.6,2.10244679111463,1,1,0
"1931",1935,395,"ISL",NA,0,0,NA,NA,0,NA,NA,NA,1,1,NA
"1932",1935,437,"CIV",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1933",1935,452,"GHA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1934",1935,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1935",1935,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1936",1935,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1937",1935,540,"AGO",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1938",1935,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1939",1935,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1940",1935,560,"ZAF",0,0,0,0,0,0,3094.4,NA,5.54492458581257,0,1,0
"1941",1935,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1942",1935,600,"MAR",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1943",1935,615,"DZA",0,0,0,0,0,0,NA,NA,NA,NA,0,0.4
"1944",1935,616,"TUN",0,0,0,0,0,0,NA,NA,NA,NA,0,0.4
"1945",1935,640,"TUR",0,0,0,0,0,0,2074.4,16770,6.22535014355709,0,1,NA
"1946",1935,651,"EGY",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1947",1935,710,"CHN",2.8,0.6,0.6,0,0.6,0.4,1027.25,510654.6,1.83036733805353,0,1,NA
"1948",1935,713,"TWN",0.2,0,0.2,0,0,0,2224.4,5428,1.89044569960307,NA,0,NA
"1949",1935,732,"KOR",0,0,0,0,0,0,1800.81206,15260.8,-0.0875730135258465,NA,0,NA
"1950",1935,740,"JPN",0.2,0,0.2,0,0,0,4189.27896,70986,5.11960337517144,0,1,0
"1951",1935,750,"IND",0,0,0,0,0,0,1082.4,370940,-0.654126328788748,NA,0,0
"1952",1935,775,"MMR",0,0,0,0,0,0,1258,15928,NA,NA,0,NA
"1953",1935,780,"LKA",0.2,0,0.2,0,0,0,1918.2,5993.8,-1.12286041876739,NA,0,0
"1954",1935,800,"THA",0.2,0,0,0,0,0.2,1317,14673.8,NA,0,1,0
"1955",1935,820,"MYS",0,0,0,0,0,0,2767.33406,5101.2,-1.15076913572679,NA,0,0
"1956",1935,830,"SGP",0,0,0,0,0,0,3714,652.8,4.34573800067018,NA,0,0
"1957",1935,840,"PHL",0,0,0,0,0,0,2221,15562.8,2.4880676942983,0,0,0
"1958",1935,850,"IDN",0,0,0,0,0,0,1601.8,70170.6,2.36046545131283,NA,0,0
"1959",1935,900,"AUS",0,0,0,0,0,0,9025.6,6846.2,2.94765105847446,1,1,0
"1960",1935,920,"NZL",0,0,0,0,0,0,9507.4,1590.6,6.42523703908464,1,1,0
"1961",1940,2,"USA",0.2,0,0.2,0,0,0,14695.58054,135630.8,8.78475912535325,1,1,0
"1962",1940,20,"CAN",0,0,0,0,0,0,10570.6,11971.6,9.45715630015176,1,1,0
"1963",1940,42,"DOM",0.4,0,0,0,0,0.4,NA,NA,NA,0,1,0
"1964",1940,70,"MEX",1.8,0,0,1,0.6,0.2,2791.4,21547.8,3.1645425449913,0,1,0
"1965",1940,90,"GTM",0.2,0,0,0,0,0.2,3807.4,2296,-5.16774474650914,0,1,0
"1966",1940,91,"HND",0,0,0,0,0,0,1635.8,1194,-1.92887552093363,0,1,0
"1967",1940,92,"SLV",1.2,0,0,0,1,0.2,1824.2,1674,2.33577966700081,0,1,0
"1968",1940,93,"NIC",0.8,0,0,0,0,0.8,2283.8,862,2.57122965924203,0,1,0
"1969",1940,94,"CRI",1.2,0,0,0,1,0.2,2713.6,648,-4.44953774193233,0,1,0
"1970",1940,95,"PAN",1,0,0,0,1,0,2921.8,753.8,3.37875450182529,0,1,NA
"1971",1940,100,"COL",1,0,0,0,1,0,2951.8,9678,-0.418676805216972,1,1,0
