"","five_year_period","cown","cc3","average_crisis_tally","average_banking_crisis","average_currency_crisis","average_domestic_debt_crisis","average_external_debt_crisis","average_inflation_crisis","average_gdppc","average_pop","average_growth","democracy","independence","gold_standard"
"909",1860,900,"AUS",0,0,0,0,0,0,4498.6,1396.2,-0.420290850638739,NA,0,1
"910",1860,920,"NZL",0,0,0,0,0,0,3526,132,NA,1,0,1
"911",1865,2,"USA",0.4,0,0,0,0,0,4749.52064,37707.8,0.26714930020327,1,1,0
"912",1865,20,"CAN",0.4,0.2,0,0,0,0,NA,NA,NA,NA,0.6,1
"913",1865,42,"DOM",0,0,0,0,0,0,NA,NA,NA,0,1,0
"914",1865,70,"MEX",0.8,0,0,0,0.8,0,NA,NA,NA,0,1,0
"915",1865,90,"GTM",0,0,0,0,0,0,NA,NA,NA,0,1,0
"916",1865,91,"HND",0.6,0,0,0,0.6,0,NA,NA,NA,0,1,0
"917",1865,92,"SLV",0,0,0,0,0,0,NA,NA,NA,0,1,0
"918",1865,93,"NIC",1,0,0,0,1,0,NA,NA,NA,0,1,0
"919",1865,94,"CRI",0,0,0,0,0,0,NA,NA,NA,0,1,0
"920",1865,95,"PAN",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"921",1865,100,"COL",0.2,0,0,0,0,0.2,NA,NA,NA,0,1,0
"922",1865,101,"VEN",1,0,0,0,1,0,1711.2,NA,1.33434300533925,0,1,0
"923",1865,130,"ECU",0.4,0,0,0,0.4,0,NA,NA,NA,0,1,0
"924",1865,135,"PER",0,0,0,0,0,0,1337.4,NA,2.9668737647165,0,1,0
"925",1865,140,"BRA",0.2,0,0.2,0,0,0,1126.6,NA,3.85759384412958,0,1,0
"926",1865,145,"BOL",0,0,0,0,0,0,NA,NA,NA,0,1,0
"927",1865,150,"PRY",0,0,0,0,0,0,NA,NA,NA,0,1,0
"928",1865,155,"CHL",0,0,0,0,0,0,1737.8,1856.2,2.17522611389998,0,1,0
"929",1865,160,"ARG",0,0,0,0,0,0,NA,NA,NA,0,1,0.6
"930",1865,165,"URY",0,0,0,0,0,0,NA,NA,NA,0,1,NA
"931",1865,200,"GBR",0.4,0.2,0,0,0,0,5495.8,30589.6,1.41848569774492,0,1,1
"932",1865,205,"IRL",NA,NA,0,NA,NA,NA,NA,5504,NA,NA,1,NA
"933",1865,210,"NLD",0,0,0,0,0,0,4190.8,3514.4,0.869951936206469,0,1,0
"934",1865,211,"BEL",0,0,0,0,0,0,4042.4,4980.6,1.56387045585746,0,1,0
"935",1865,220,"FRA",0.8,0.4,0,0,0,0,3079.4,38310,0.317078320341436,0,1,0
"936",1865,225,"CHE",NA,NA,0,NA,NA,NA,2889.41306,2608.2,1.71956439631586,1,1,NA
"937",1865,230,"ESP",0.6,0,0,0,0.6,0,1849.8,16032,-1.76928699295194,0,1,NA
"938",1865,235,"PRT",0.2,0,0,0,0,0.2,1485.8,4251.2,2.00427639275409,0,1,1
"939",1865,255,"DEU",0.2,0,0,0,0,0.2,2878,38427.8,0.910787937126163,0,1,0
"940",1865,290,"POL",0.4,0,0,0,0,0.4,1509.4,NA,1.89026262750271,NA,0,0
"941",1865,305,"AUT",1,0,0.2,0,0.4,0.4,NA,4439.2,NA,0,1,0
"942",1865,310,"HUN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"943",1865,325,"ITA",0.6,0.6,0,0,0,0,2660.46558,27374.4,0.487300592947419,0,1,0
"944",1865,350,"GRC",1,0,0,0,1,0,1976,3557.6,1.53667580007244,1,1,0
"945",1865,360,"ROU",0,0,0,0,0,0,336.4,NA,-0.804084661879157,0,0,0
"946",1865,365,"RUS",0.2,0,0,0,0,0.2,NA,NA,NA,0,1,0
"947",1865,375,"FIN",0,0,0,0,0,0,1561.8,1802.8,2.86343757837418,NA,0,0
"948",1865,380,"SWE",0,0,0,0,0,0,1899.8,4145.4,-0.0345611101083941,0,1,0
"949",1865,385,"NOR",0,0,0,0,0,0,2019.4,1713.2,0.988695678133424,NA,0,0
"950",1865,390,"DNK",0,0,0,0,0,0,2986.2,1833.8,1.15964573808965,0,1,0
"951",1865,395,"ISL",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA
"952",1865,437,"CIV",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"953",1865,452,"GHA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"954",1865,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"955",1865,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"956",1865,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"957",1865,540,"AGO",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"958",1865,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"959",1865,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"960",1865,560,"ZAF",1,1,0,0,0,0,1132,NA,-0.83740618731264,NA,0,1
"961",1865,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"962",1865,600,"MAR",0,0,0,0,0,0,NA,NA,NA,0,0,NA
"963",1865,615,"DZA",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"964",1865,616,"TUN",0.6,0,0,0,0.6,0,NA,NA,NA,NA,0,0
"965",1865,640,"TUR",0,0,0,0,0,0,NA,NA,NA,0,1,NA
"966",1865,651,"EGY",0,0,0,0,0,0,NA,NA,NA,NA,1,0
"967",1865,710,"CHN",0,0,0,0,0,0,NA,363606.8,NA,0,1,NA
"968",1865,713,"TWN",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"969",1865,732,"KOR",0.2,0,0,0,0,0.2,NA,NA,NA,NA,0,NA
"970",1865,740,"JPN",0.6,0,0,0,0,0.6,NA,34060.4,NA,0,1,0
"971",1865,750,"IND",0,0.4,0,0,0,0,NA,250345.2,NA,NA,0,0
"972",1865,775,"MMR",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"973",1865,780,"LKA",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"974",1865,800,"THA",0.4,0,0,0,0,0.4,NA,NA,NA,0,1,0
"975",1865,820,"MYS",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"976",1865,830,"SGP",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"977",1865,840,"PHL",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"978",1865,850,"IDN",0.2,0,0,0,0,0.2,799.4,27944.4,0.627183523156356,NA,0,0
"979",1865,900,"AUS",0,0,0,0,0,0,4770.8,1652.8,1.44332924561655,NA,0,1
"980",1865,920,"NZL",0,0,0,0,0,0,NA,NA,NA,1,0,1
"981",1870,2,"USA",0.2,0.2,0,0,0,0,4959.07344,42172.2,0.119438818105024,1,1,0
"982",1870,20,"CAN",0.6,0.2,0,0,0,0,2821.6,3881.4,2.33980042853105,1,1,1
"983",1870,42,"DOM",0.6,0,0,0,0.6,0,NA,NA,NA,0,1,0
"984",1870,70,"MEX",1,0,0,0,1,0,1046,9445.2,NA,0,1,0
"985",1870,90,"GTM",0,0,0,0,0,0,NA,1080,NA,0,1,0
"986",1870,91,"HND",0.4,0,0,0,0.4,0,NA,404,NA,0,1,0
"987",1870,92,"SLV",0,0,0,0,0,0,NA,492,NA,0,1,0
"988",1870,93,"NIC",1,0,0,0,1,0,NA,337,NA,0,1,0
"989",1870,94,"CRI",0.2,0,0,0,0.2,0,NA,137,NA,0,1,0
"990",1870,95,"PAN",0,0,0,0,0,0,NA,176,NA,NA,0,NA
"991",1870,100,"COL",0.2,0,0,0,0.2,0,1088.4,2392,0.506439055708653,0,1,0
"992",1870,101,"VEN",1,0,0,0,1,0,1842.2,1701,3.15763790942283,0,1,0
"993",1870,130,"ECU",1,0,0,0,1,0,760,1013,NA,0,1,0
"994",1870,135,"PER",1,0.6,0,0,0,0,1745.4,2606,3.97763962243637,0,1,0
"995",1870,140,"BRA",0,0,0,0,0,0,1097,10170.8,-1.04500071364724,0,1,0
"996",1870,145,"BOL",0,0,0,0,0,0,NA,1495,NA,0,1,0
"997",1870,150,"PRY",0.2,0,0,0,0.2,0,NA,384,NA,0,1,0
"998",1870,155,"CHL",0,0,0,0,0,0,1918.4,2006.2,1.17102196631146,0,1,0
"999",1870,160,"ARG",0,0,0,0,0,0,2340,1796,NA,0,1,1
"1000",1870,165,"URY",0,0,0,0,0,0,3996,364.8,2.08508661760274,0,1,NA
"1001",1870,200,"GBR",0,0,0,0,0,0,5822.2,31927.4,0.844784456657562,0,1,1
"1002",1870,205,"IRL",NA,NA,0,NA,NA,NA,2829,5363.4,NA,NA,1,NA
"1003",1870,210,"NLD",0,0,0,0,0,0,4408,3664.6,0.26742328294395,0,1,0
"1004",1870,211,"BEL",0.8,0.4,0,0,0,0,4433.8,5178.2,1.6711315471523,0,1,0
"1005",1870,220,"FRA",0,0,0,0,0,0,3166.2,37956.2,1.77339988056539,1,1,0
"1006",1870,225,"CHE",NA,NA,0,NA,NA,NA,3160.38984,2696,1.83007667565827,1,1,NA
"1007",1870,230,"ESP",0,0,0,0,0,0,2129.4,16315,5.02749278145013,0,1,NA
"1008",1870,235,"PRT",0,0,0,0,0,0,1535.4,4379,0.0818305847802099,0,1,1
"1009",1870,255,"DEU",0.4,0,0.4,0,0,0,3095.4,39769,2.745984577946,0,1,0.8
"1010",1870,290,"POL",0,0,0,0,0,0,1617,16865,1.53613569901796,NA,0,0
"1011",1870,305,"AUT",1,0.2,0,0,0.2,0.2,3096.2,4604,1.60926412781715,0,1,0
"1012",1870,310,"HUN",0,0,0,0,0,0,1741,5917,NA,0,0,0
"1013",1870,325,"ITA",0,0,0,0,0,0,2705.29614,28215.2,0.254777693337412,0,1,0
"1014",1870,350,"GRC",1.2,0,0,0,1,0.2,1948.8,3732.4,0.55742322095058,1,1,0
"1015",1870,360,"ROU",0,0,0,0,0,0,379.6,9179,2.34114731914325,0,0,0
"1016",1870,365,"RUS",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1017",1870,375,"FIN",0,0,0,0,0,0,1851.8,1815.8,1.82093714254101,NA,0,0
"1018",1870,380,"SWE",0,0,0,0,0,0,2255.2,4234.2,4.57924109720332,0,1,0.4
"1019",1870,385,"NOR",0,0,0,0,0,0,2312.8,1757,2.50381476546217,NA,0,0
"1020",1870,390,"DNK",0,0,0,0,0,0,3263.4,1919.6,1.58698250216139,0,1,0.6
"1021",1870,395,"ISL",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA
"1022",1870,437,"CIV",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1023",1870,452,"GHA",0,0,0,0,0,0,700,1579,NA,NA,0,NA
"1024",1870,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1025",1870,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1026",1870,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1027",1870,540,"AGO",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1028",1870,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1029",1870,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1030",1870,560,"ZAF",0,0,0,0,0,0,1535.8,2547,7.08411893355227,NA,0,1
"1031",1870,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1032",1870,600,"MAR",0,0,0,0,0,0,897,3776,NA,0,0,NA
"1033",1870,615,"DZA",0.4,0.2,0,0,0,0,1140,3776,NA,NA,0,0
"1034",1870,616,"TUN",0.2,0,0,0,0.2,0,1009,1176,NA,NA,0,0
"1035",1870,640,"TUR",0,0,0,0,0,0,1165,11793,NA,0,1,NA
"1036",1870,651,"EGY",0,0,0,0,0,0,1195,7049,NA,NA,1,0
"1037",1870,710,"CHN",0,0,0,0,0,0,945,359980.8,NA,0,1,NA
"1038",1870,713,"TWN",0,0,0,0,0,0,968,2345,NA,NA,0,NA
"1039",1870,732,"KOR",0.2,0,0,0,0,0.2,820.3573,9753,NA,NA,0,NA
"1040",1870,740,"JPN",0.8,0.6,0,0,0,0.2,1593.745,34849.8,NA,0,1,0
"1041",1870,750,"IND",0,0,0,0,0,0,850,253835.2,NA,NA,0,0
"1042",1870,775,"MMR",0,0,0,0,0,0,803,4245,NA,NA,0,NA
"1043",1870,780,"LKA",0,0,0,0,0,0,1283.2,2839.2,-2.28952848401511,NA,0,0
"1044",1870,800,"THA",0.2,0,0,0,0,0.2,969,5775,NA,0,1,0
"1045",1870,820,"MYS",0,0,0,0,0,0,1055,800,NA,NA,0,0
"1046",1870,830,"SGP",0,0,0,0,0,0,1423,84,NA,NA,0,0
"1047",1870,840,"PHL",0,0,0,0,0,0,995,5063,NA,NA,0,0
"1048",1870,850,"IDN",0.2,0,0,0,0,0.2,813.2,33401.6,0.397505528430173,NA,0,0
"1049",1870,900,"AUS",0,0,0,0,0,0,5669.4,1752.6,4.43790150709014,NA,0,1
"1050",1870,920,"NZL",0,0,0,0,0,0,5563.8,323.8,5.62682813161802,1,0,1
"1051",1875,2,"USA",0.2,0,0.2,0,0,0,5233.6776,47323.8,2.92286090339732,1,1,0
"1052",1875,20,"CAN",0,0,0,0,0,0,2727,4187.8,-0.789557889636548,1,1,1
"1053",1875,42,"DOM",1,0,0,0,1,0,NA,NA,NA,0,1,0.8
"1054",1875,70,"MEX",1,0,0,0,1,0,NA,10031.2,NA,0,1,0
"1055",1875,90,"GTM",0.8,0,0,0,0.8,0,NA,NA,NA,0,1,0
"1056",1875,91,"HND",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1057",1875,92,"SLV",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1058",1875,93,"NIC",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1059",1875,94,"CRI",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1060",1875,95,"PAN",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1061",1875,100,"COL",0,0,0,0,0,0,1116.2,NA,0.486168818312279,0,1,0
"1062",1875,101,"VEN",1,0,0,0,1,0,1965.8,1849.8,-0.168388469412216,0,1,0
"1063",1875,130,"ECU",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1064",1875,135,"PER",1.2,0.4,0,0,0.8,0,1533,NA,-7.22582989377575,0,1,0
"1065",1875,140,"BRA",0,0,0,0,0,0,1092.6,11159.8,0.101701122434158,0,1,0
"1066",1875,145,"BOL",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1067",1875,150,"PRY",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1068",1875,155,"CHL",0.2,0,0.2,0,0,0,2023.6,2165.2,2.76860522279327,0,1,0
"1069",1875,160,"ARG",0,0,0,0,0,0,2664,NA,0.696753587823815,0,1,0.4
"1070",1875,165,"URY",0.6,0,0,0,0.6,0,3406,424.2,-3.69400520423718,0,1,NA
"1071",1875,200,"GBR",0.8,0.4,0,0,0,0,5895.2,33570.2,-0.297044440862728,0,1,1
"1072",1875,205,"IRL",NA,NA,0,NA,NA,NA,NA,5278.2,NA,NA,1,NA
"1073",1875,210,"NLD",0,0,0,0,0,0,4576.2,3864.6,0.408741542790904,0,1,1
"1074",1875,211,"BEL",0,0,0,0,0,0,4624.6,5395.2,0.3795227595398,0,1,0.4
"1075",1875,220,"FRA",0,0,0,0,0,0,3321.2,38573.4,-1.82823570010146,1,1,0.4
"1076",1875,225,"CHE",NA,NA,0,NA,NA,NA,3615.1867,2785.6,1.25745621803868,1,1,NA
"1077",1875,230,"ESP",0.6,0,0,0,0.6,0,2406.8,16616,1.08060265849773,0,1,NA
"1078",1875,235,"PRT",0,0,0,0,0,0,1525.2,4512.4,-0.118896969055588,0,1,1
"1079",1875,255,"DEU",0,0,0,0,0,0,3298.8,42004,-0.886958292832239,0,1,1
"1080",1875,290,"POL",0.2,0,0,0,0,0.2,1763,NA,1.76005315468898,NA,0,0
"1081",1875,305,"AUT",0.2,0,0,0,0,0.2,3248.8,4814.6,0.871726998579465,0,1,0
"1082",1875,310,"HUN",0,0,0,0,0,0,NA,NA,NA,0,0,0
"1083",1875,325,"ITA",0,0,0,0,0,0,2713,29042.2,0.290555029086511,0,1,0
"1084",1875,350,"GRC",0.8,0,0,0,0.8,0,1940.4,3927.4,0.656910734790016,1,1,0
"1085",1875,360,"ROU",0,0,0,0,0,0,447,NA,3.53886388389662,0,0.4,0
"1086",1875,365,"RUS",0.6,0.2,0.2,0,0,0.2,NA,NA,NA,0,1,0
"1087",1875,375,"FIN",0,0,0,0,0,0,1919.4,1956.2,-0.583457424898648,NA,0,0.6
"1088",1875,380,"SWE",1.6,0.8,0,0,0,0,2360.2,4457.6,0.483094406519874,0,1,1
"1089",1875,385,"NOR",0,0,0,0,0,0,2420.6,1852.6,0.731005184012334,NA,0,1
"1090",1875,390,"DNK",0.4,0.2,0,0,0,0,3359.6,2018.6,0.526208096711871,0,1,1
"1091",1875,395,"ISL",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA
"1092",1875,437,"CIV",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1093",1875,452,"GHA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1094",1875,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1095",1875,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1096",1875,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1097",1875,540,"AGO",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1098",1875,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1099",1875,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1100",1875,560,"ZAF",0.2,0.2,0,0,0,0,1859.4,NA,5.1944079177174,NA,0,1
"1101",1875,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1102",1875,600,"MAR",0,0,0,0,0,0,NA,NA,NA,0,0,NA
"1103",1875,615,"DZA",0.2,0,0,0,0,0.2,NA,NA,NA,NA,0,0.4
"1104",1875,616,"TUN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1105",1875,640,"TUR",0.8,0,0,0,0.8,0,NA,NA,NA,0,1,NA
"1106",1875,651,"EGY",0.8,0,0,0,0.8,0,NA,NA,NA,NA,1,0
"1107",1875,710,"CHN",0,0,0,0,0,0,NA,364974,NA,0,1,NA
"1108",1875,713,"TWN",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1109",1875,732,"KOR",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1110",1875,740,"JPN",0.6,0.4,0,0,0,0.2,NA,36007.8,NA,0,1,0
"1111",1875,750,"IND",0.4,0,0,0,0,0.4,NA,255933.4,NA,NA,0,0
"1112",1875,775,"MMR",0.2,0,0,0,0,0.2,NA,NA,NA,NA,0,NA
"1113",1875,780,"LKA",0,0,0,0,0,0,1227.6,2952.6,0.0184829421914916,NA,0,0
"1114",1875,800,"THA",0.4,0,0,0,0,0.4,NA,NA,NA,0,1,0
"1115",1875,820,"MYS",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1116",1875,830,"SGP",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1117",1875,840,"PHL",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1118",1875,850,"IDN",0,0,0,0,0,0,844,35118,1.39874345246047,NA,0,1
"1119",1875,900,"AUS",0,0,0,0,0,0,6587.2,1997.4,1.94995028520433,NA,0,1
"1120",1875,920,"NZL",0,0,0,0,0,0,6099.6,450.2,-1.01390249190686,1,0,1
"1121",1880,2,"USA",0.2,0.2,0,0,0,0,6442.65584,53026.8,2.74187671392098,1,1,1
"1122",1880,20,"CAN",0,0,0,0,0,0,3279.2,4503,4.8923670966315,1,1,1
"1123",1880,42,"DOM",1,0,0,0,1,0,NA,NA,NA,0,1,1
"1124",1880,70,"MEX",1.4,0.2,0,0,1,0,NA,10653.6,NA,0,1,0
"1125",1880,90,"GTM",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1126",1880,91,"HND",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1127",1880,92,"SLV",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1128",1880,93,"NIC",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1129",1880,94,"CRI",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1130",1880,95,"PAN",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1131",1880,100,"COL",1.2,0,0,0,1,0.2,1144,NA,0.509444451618389,0,1,0
"1132",1880,101,"VEN",0.4,0,0,0,0.4,0,2195.6,2018.4,2.89416768518447,0,1,0
"1133",1880,130,"ECU",1,0,0,0,1,0,760,NA,NA,0,1,0
"1134",1880,135,"PER",1,0,0,0,1,0,829,NA,-3.87088441580365,0,1,0
"1135",1880,140,"BRA",0,0,0,0,0,0,1083.4,12244.4,0.543161972761979,0,1,0
"1136",1880,145,"BOL",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1137",1880,150,"PRY",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1138",1880,155,"CHL",0.8,0,0,0,0.8,0,2597.2,2331.6,4.09596406404364,0,1,0
"1139",1880,160,"ARG",0,0,0,0,0,0,3013,NA,5.90966334556951,0,1,0.4
"1140",1880,165,"URY",0,0,0,0,0,0,3551,502.6,4.68606819590235,0,1,NA
"1141",1880,200,"GBR",0.2,0,0,0,0,0,6179.2,35187.6,1.47008533476388,0,1,1
"1142",1880,205,"IRL",NA,NA,0,NA,NA,NA,NA,5089.8,NA,NA,1,NA
"1143",1880,210,"NLD",0,0,0,0,0,0,4851.2,4131.6,2.90120140600088,0,1,1
"1144",1880,211,"BEL",0,0,0,0,0,0,4958.2,5673.4,1.28006551663599,0,1,1
"1145",1880,220,"FRA",0.8,0.4,0,0,0,0,3552.2,39334.8,2.95817035813333,1,1,1
"1146",1880,225,"CHE",NA,NA,0,NA,NA,NA,4109.55722,2862.8,5.35243884274683,1,1,NA
"1147",1880,230,"ESP",0.6,0,0,0,0.6,0,2555.4,17043.8,2.31223776386456,0,1,NA
"1148",1880,235,"PRT",0,0,0,0,0,0,1578.4,4691.4,1.52024744855752,0,1,1
"1149",1880,255,"DEU",0.4,0.2,0,0,0,0,3309.6,44124,1.4528697912154,0,1,1
"1150",1880,290,"POL",0,0,0,0,0,0,1974.6,NA,2.30144988148543,NA,0,0
"1151",1880,305,"AUT",0,0,0,0,0,0,3449.6,5030.4,1.69324613580016,0,1,0
"1152",1880,310,"HUN",0,0,0,0,0,0,NA,NA,NA,0,0,0
"1153",1880,325,"ITA",0,0,0,0,0,0,2886.2,29916.6,1.04243287822237,0,1,0.2
"1154",1880,350,"GRC",0,0,0,0,0,0,2107.6,4132.4,2.80830677195598,1,1,0
"1155",1880,360,"ROU",0,0,0,0,0,0,503.6,NA,1.50676699286509,0,1,0
"1156",1880,365,"RUS",0.2,0,0,0,0,0.2,NA,NA,NA,0,1,0
"1157",1880,375,"FIN",0,0,0,0,0,0,1886.4,2102.2,0.962886807982752,NA,0,1
"1158",1880,380,"SWE",0,0,0,0,0,0,2433,4586.6,0.58940695995591,0,1,1
"1159",1880,385,"NOR",0,0,0,0,0,0,2514,1922,0.75920065533997,NA,0,1
"1160",1880,390,"DNK",0,0,0,0,0,0,3566.8,2119.8,1.24476526385004,0,1,1
"1161",1880,395,"ISL",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA
"1162",1880,437,"CIV",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1163",1880,452,"GHA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1164",1880,475,"NGA",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1165",1880,482,"CAF",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1166",1880,501,"KEN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1167",1880,540,"AGO",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1168",1880,551,"ZMB",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1169",1880,552,"ZWE",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1170",1880,560,"ZAF",0.2,0.2,0,0,0,0,1904.6,NA,-5.54922007136921,NA,0,1
"1171",1880,590,"MUS",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1172",1880,600,"MAR",0,0,0,0,0,0,NA,NA,NA,0,0,NA
"1173",1880,615,"DZA",0,0,0,0,0,0,NA,NA,NA,NA,0,1
"1174",1880,616,"TUN",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1175",1880,640,"TUR",0.4,0,0,0,0.4,0,NA,NA,NA,0,1,NA
"1176",1880,651,"EGY",0.2,0,0,0,0.2,0,NA,NA,NA,NA,1,0
"1177",1880,710,"CHN",1,0.4,0,0,0,0.2,NA,370373.2,NA,0,1,NA
"1178",1880,713,"TWN",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1179",1880,732,"KOR",0.2,0,0,0,0,0.2,NA,NA,NA,NA,0,NA
"1180",1880,740,"JPN",0.8,0.6,0,0,0,0.2,NA,37447.4,NA,0,1,0
"1181",1880,750,"IND",0,0,0,0,0,0,878,261554.6,NA,NA,0,0
"1182",1880,775,"MMR",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1183",1880,780,"LKA",0,0,0,0,0,0,1434.4,3077.8,3.38998106669557,NA,0,0
"1184",1880,800,"THA",0.2,0,0.2,0,0,0,NA,NA,NA,0,1,0
"1185",1880,820,"MYS",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1186",1880,830,"SGP",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1187",1880,840,"PHL",0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1188",1880,850,"IDN",0,0,0,0,0,0,1066,37144.8,5.58857290973354,NA,0,1
"1189",1880,900,"AUS",0,0,0,0,0,0,6880.2,2363.4,0.678554995072684,NA,0,1
"1190",1880,920,"NZL",0,0,0,0,0,0,5852,557.2,0.824846118337435,1,0,1
"1191",1885,2,"USA",0.2,0,0.2,0,0,0,6533.16208,59447.8,0.5822029989168,1,1,1
"1192",1885,20,"CAN",0,0,0,0,0,0,3429,4763,0.166187475285144,1,1,1
"1193",1885,42,"DOM",0.8,0,0,0,0.8,0,NA,NA,NA,0,1,1
"1194",1885,70,"MEX",0.6,0.2,0,0,0.2,0,NA,11314.8,NA,0,1,0
"1195",1885,90,"GTM",0.8,0,0,0,0.8,0,NA,NA,NA,0,1,0
"1196",1885,91,"HND",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1197",1885,92,"SLV",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1198",1885,93,"NIC",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1199",1885,94,"CRI",0.2,0,0,0,0.2,0,NA,NA,NA,0,1,0
"1200",1885,95,"PAN",0,0,0,0,0,0,NA,NA,NA,NA,0,NA
"1201",1885,100,"COL",1.2,0,0,0,1,0.2,1158.8,NA,-0.120173759589038,0,1,0
"1202",1885,101,"VEN",0,0,0,0,0,0,2346.2,2152,1.23156111901544,0,1,0
"1203",1885,130,"ECU",1,0,0,0,1,0,NA,NA,NA,0,1,0
"1204",1885,135,"PER",1,0,0,0,1,0,878,NA,-0.0074617196734299,0,1,0
"1205",1885,140,"BRA",0.4,0,0.2,0,0,0,1025.8,13434.8,-2.58749164484937,0,1,0.4
"1206",1885,145,"BOL",0,0,0,0,0,0,NA,NA,NA,0,1,0
"1207",1885,150,"PRY",0.2,0,0,0,0.2,0,NA,NA,NA,0,1,0
"1208",1885,155,"CHL",0.2,0,0.2,0,0,0,2656,2503.4,0.1645173388104,0,1,0
