"","ten_year_period","cown","cc3","average_crisis_tally","average_banking_crisis","average_currency_crisis","average_domestic_debt_crisis","average_external_debt_crisis","average_inflation_crisis","average_gdppc","average_pop","average_growth","democracy","independence","gold_standard"
"1169",1960,552,"ZWE",1,0,0,0.5,0.5,0,1552.1,4641.9486,1.69228251690838,NA,0.5,NA
"1170",1960,560,"ZAF",0.2,0,0.2,0,0,0,5544.1,19693.3396,2.80184612975971,0,1,0
"1171",1960,590,"MUS",0,0,0,0,0,0,5027.8,743.6052,1.48114673281038,NA,0.7,0
"1172",1960,600,"MAR",0,0,0,0,0,0,2259.6,13922.973,1.47329983017719,0,1,NA
"1173",1960,615,"DZA",0.1,0,0.1,0,0,0,2932.1,11965.4924,1.24504813479162,NA,0.8,0
"1174",1960,616,"TUN",0.2,0,0.1,0,0.1,0,2504.1,4541.3838,3.89119876962233,0,1,0
"1175",1960,640,"TUR",0.1,0,0,0,0.1,0,3565.5,31592.9242,3.5274485097947,1,1,NA
"1176",1960,651,"EGY",0.1,0,0.1,0,0,0,1798.9,29913.3348,2.20433231711522,0,1,0
"1177",1960,710,"CHN",0,0,0,0,0,0,1123.6,714953,1.63735175146385,0,1,NA
"1178",1960,713,"TWN",0,0,0,0,0,0,2829.3,12557.9,5.814210292053,0,1,NA
"1179",1960,732,"KOR",0.3,0,0.3,0,0,0,1980.58375,28266.7605,5.9843151875117,NA,1,NA
"1180",1960,740,"JPN",0.1,0,0.1,0,0,0,9633.3,98413.5519,9.60441203364782,1,1,0
"1181",1960,750,"IND",0.2,0,0.1,0,0.1,0,1253.4,480300,1.71852328107902,1,1,0
"1182",1960,775,"MMR",0.1,0,0,0,0,0.1,953.8,24771.0098,1.25736309892545,NA,1,NA
"1183",1960,780,"LKA",0.1,0,0.1,0,0,0,2130.9,11134.2995,1.3293557486545,1,1,0
"1184",1960,800,"THA",0,0,0,0,0,0,2101.5,31663.304,5.14828102249685,0,1,0
"1185",1960,820,"MYS",0,0,0,0,0,0,2802.7,9531.8171,3.1906484738135,0,0.7,0
"1186",1960,830,"SGP",0,0,0,0,0,0,4298.5,1858.9,6.35537129718527,NA,0.5,0
"1187",1960,840,"PHL",0.1,0,0.1,0,0,0,2577.2,32865.1808,1.55229763251351,NA,1,0
"1188",1960,850,"IDN",1.9,0,0.6,0,0.4,0.9,1598.7,105057.143487,1.14443722819675,0,1,0
"1189",1960,900,"AUS",0.6,0,0.5,0,0,0.1,15868.9,11342.2617,2.9877757451309,1,1,0
"1190",1960,920,"NZL",0.1,0,0.1,0,0,0,16652.3,2602.9646,1.88010167262719,1,1,0
"1191",1970,2,"USA",0.2,0,0.2,0,0,0,26690.4,215025.9,2.1836708028944,1,1,0
"1192",1970,20,"CAN",0,0,0,0,0,0,22637.6,23033.1386,3.11340516770402,1,1,0
"1193",1970,42,"DOM",0,0,0,0,0,0,3227.2,4987.9429,4.70029504414966,1,1,0
"1194",1970,70,"MEX",0.3,0,0.1,0,0,0.2,7875.5,59862.6348,3.47393641959022,0,1,0
"1195",1970,90,"GTM",0.1,0,0,0,0,0.1,5481,5857.1,3.43809718730981,0,1,0
"1196",1970,91,"HND",0,0,0,0,0,0,2818.3,2974.2424,3.56597987386249,1,1,0
"1197",1970,92,"SLV",0.1,0,0.1,0,0,0,3929.2,4040.3647,1.79615243379769,0,1,0
"1198",1970,93,"NIC",0.4,0,0.1,0,0.1,0.2,4677.5,2364.1,-2.32384618510788,0,1,0
"1199",1970,94,"CRI",0.2,0,0.1,0,0,0.1,7015.1,1978.0078,3.21099070355749,1,1,0
"1200",1970,95,"PAN",0,0,0,0,0,0,5637.3,1726.5,2.06033646440964,0,1,NA
"1201",1970,100,"COL",0.7,0,0.1,0,0,0.6,5755.2,23816.1358,3.46060183263905,1,1,0
"1202",1970,101,"VEN",0.4,0.2,0,0,0,0,16296.7,12514.5464,1.60180130916756,1,1,0
"1203",1970,130,"ECU",0.2,0,0.1,0,0,0.1,5488,6793.1929,4.03542117765362,1,1,0
"1204",1970,135,"PER",1.1,0,0.4,0,0.2,0.5,6507.6,14980.6795,1.33101606546229,0,1,0
"1205",1970,140,"BRA",1.3,0,0.6,0,0,0.7,6371.1,107668.1297,6.05716996947249,0,1,0
"1206",1970,145,"BOL",0.6,0,0.2,0,0,0.4,3926.8,4832.4316,2.28448813726252,1,1,0
"1207",1970,150,"PRY",0.2,0,0,0,0,0.2,3525,2803.9407,5.59181493119296,0,1,0
"1208",1970,155,"CHL",2.9,0.2,1.1,0,0.4,1,7870.4,10156.5753,0.592719905403787,NA,1,0
"1209",1970,160,"ARG",1.2,0,0.3,0,0,0.9,12622.3,25890.1359,1.64127389317833,1,1,0
"1210",1970,165,"URY",2,0.1,1,0,0,0.9,8548.2,2854.6555,2.60043672133405,NA,1,NA
"1211",1970,200,"GBR",0.6,0.3,0.2,0,0,0.1,19004.6,56104.7,2.25798374852454,1,1,0
"1212",1970,205,"IRL",NA,NA,0,NA,NA,NA,11501.2,3150.94,3.24701864596173,1,1,NA
"1213",1970,210,"NLD",0,0,0,0,0,0,21354.2,13577.8069,2.49281451861673,1,1,0
"1214",1970,211,"BEL",0,0,0,0,0,0,19775.9,9762.01,3.32612706987509,1,1,0
"1215",1970,220,"FRA",0.1,0,0.1,0,0,0,20827.9,53619.7,3.01575813249123,1,1,0
"1216",1970,225,"CHE",NA,NA,0,NA,NA,NA,25249.62281,6364.9438,1.82976439713435,1,1,NA
"1217",1970,230,"ESP",0.8,0.3,0.1,0,0,0.1,12049.7,35466.6062,3.96238837025247,1,1,NA
"1218",1970,235,"PRT",0.3,0,0.2,0,0,0.1,10740.1,9319.835,4.61608662237319,1,1,0
"1219",1970,255,"DEU",0.3,0.3,0,0,0,0,19553.7,78406.0739,2.98479500519689,NA,1,0
"1220",1970,290,"POL",0.1,0,0.1,0,0,0,8733.7,33839.3015,3.46860508818781,0,1,0
"1221",1970,305,"AUT",0,0,0,0,0,0,18554.7,7552.151,3.97142844295106,1,1,0
"1222",1970,310,"HUN",0,0,0,0,0,0,9108,10512.2474,2.15313474305229,0,1,0
"1223",1970,325,"ITA",0.2,0,0.1,0,0,0.1,17514.1,55213.2794,2.92089430235068,1,1,0
"1224",1970,350,"GRC",0.1,0,0.1,0,0,0,12261.1,9090.4007,4.51488697504662,1,1,0
"1225",1970,360,"ROU",0.1,0,0.1,0,0,0,4440.5,21142.3874,6.35797668890519,0,1,0
"1226",1970,365,"RUS",2.1,0,0.1,1,1,0,10785.7,134016.2286,3.34200273676046,NA,1,0
"1227",1970,375,"FIN",0,0,0,0,0,0,17578.6,4690.7966,3.38568350706353,1,1,0
"1228",1970,380,"SWE",0.1,0,0.1,0,0,0,21876,8179.8,2.03765148947497,1,1,0
"1229",1970,385,"NOR",0,0,0,0,0,0,19342.6,3986.7158,3.83217039662852,1,1,0
"1230",1970,390,"DNK",0,0,0,0,0,0,22273.6,5039.256,2.04956368514254,1,1,0
"1231",1970,395,"ISL",NA,0,0.7,NA,NA,0.7,19243.2,215.6482,5.42498068266541,1,1,NA
"1232",1970,437,"CIV",0.2,0,0,0,0,0.2,2975.1,6907.1813,1.44051480751807,0,1,NA
"1233",1970,452,"GHA",1.3,0,0.2,0.1,0.5,0.5,2111.3,9935.0523,-0.683888143516136,1,1,NA
"1234",1970,475,"NGA",0.3,0,0.1,0,0,0.2,2034.8,63729.4469,4.76276413805022,1,1,NA
"1235",1970,482,"CAF",0.9,0.4,0,0,0,0.1,1384.8,2046.9,-0.999392408452046,0,1,NA
"1236",1970,501,"KEN",0.1,0,0.1,0,0,0,1548.4,13300.6533,1.66683416877764,0,1,0
"1237",1970,540,"AGO",1,0,0.3,0.1,0,0.6,2166.8,6000.0011,-4.64137310806252,NA,0.5,0
"1238",1970,551,"ZMB",0.1,0,0.1,0,0,0,1653.7,4867.2622,-1.36364018404528,0,1,NA
"1239",1970,552,"ZWE",2.1,0,0.1,1,1,0,2126.4,6236.9019,1.32430211859706,0,1,NA
"1240",1970,560,"ZAF",0.2,0.2,0,0,0,0,6672.9,25546.9934,0.716034056183144,0,1,0
"1241",1970,590,"MUS",0.4,0,0.1,0,0,0.3,6285.6,882.8759,5.35595882041248,1,1,0
"1242",1970,600,"MAR",0,0,0,0,0,0,2942.3,17522.8472,3.07950754123591,0,1,NA
"1243",1970,615,"DZA",0,0,0,0,0,0,4062.1,15972.2319,4.48164326156292,0,1,0
"1244",1970,616,"TUN",0.3,0,0.2,0,0.1,0,3790.2,5656.7423,4.89056455832662,0,1,0
"1245",1970,640,"TUR",0.9,0,0.4,0,0.2,0.3,5509.9,39966.6067,3.85411858690568,1,1,NA
"1246",1970,651,"EGY",0.1,0,0.1,0,0,0,2391,36901.3689,4.93307454114345,0,1,0
"1247",1970,710,"CHN",0,0,0,0,0,0,1560.6,901944.5,4.03344312061779,0,1,NA
"1248",1970,713,"TWN",0.2,0,0.1,0,0,0.1,5852.4,15955.5,7.98571519018454,0,1,NA
"1249",1970,732,"KOR",0.4,0,0.3,0,0,0.1,4422.71444,34952.4,8.55192591534791,0,1,NA
"1250",1970,740,"JPN",0.2,0,0.1,0,0,0.1,18154.3,110512.2903,4.0677083616536,1,1,0
"1251",1970,750,"IND",0.9,0,0,0,0.7,0.2,1408.9,600800,0.65569404300118,1,1,0
"1252",1970,775,"MMR",0.5,0,0.1,0,0,0.4,1086.9,29971.0219,2.21919946452683,0,1,NA
"1253",1970,780,"LKA",0.2,0,0.1,0,0.1,0,2482.3,13686.7841,1.93731618912842,NA,1,0
"1254",1970,800,"THA",0.2,0.1,0,0,0,0.1,3214.9,41687.8841,4.34465261581917,1,1,0
"1255",1970,820,"MYS",0,0,0,0,0,0,4329,12147.0158,5.65144632324923,0,1,0
"1256",1970,830,"SGP",0.1,0,0,0,0,0.1,9501,2238.0907,7.79406269201097,0,1,0
"1257",1970,840,"PHL",0.3,0,0.1,0,0,0.2,3243.7,43880.3451,2.88860525936691,0,1,0
"1258",1970,850,"IDN",0.5,0,0.1,0,0.1,0.3,2388.8,130130.288,4.98688356156293,0,1,0
"1259",1970,900,"AUS",0.9,0,0.8,0,0,0.1,20872.5,13618.536,2.17282354852204,1,1,0
"1260",1970,920,"NZL",0.2,0,0.2,0,0,0,19344.9,3044.975,0.702148317087088,1,1,0
"1261",1980,2,"USA",0.6,0.6,0,0,0,0,32533.3,237481.9716,2.09735145387352,1,1,0
"1262",1980,20,"CAN",0.3,0.3,0,0,0,0,27612.8,25882.25,1.7134388179578,1,1,0
"1263",1980,42,"DOM",2.2,0,0,0.9,0.8,0.5,3844,6313.9363,1.54009341601043,1,1,0
"1264",1980,70,"MEX",3,0.2,0.7,0.1,0.8,1,9704.9,75888.1464,0.168353061509766,0,1,0
"1265",1980,90,"GTM",0.5,0,0.2,0,0.2,0.1,5535.3,7581.9,-1.97653117691362,1,1,0
"1266",1980,91,"HND",0.9,0,0,0,0.9,0,3040.8,4021.3767,-1.01403954116562,1,1,0
"1267",1980,92,"SLV",1.5,0.1,0.1,0.9,0,0.3,3402.4,4693.3783,-2.23792770573726,1,1,0
"1268",1980,93,"NIC",3.2,0.3,0.6,0,1,1,3093,3148.2,-3.35481257319118,1,1,0
"1269",1980,94,"CRI",2.1,0.3,0.2,0,0.9,0.4,7183.3,2613.6096,-0.457772938785226,1,1,0
"1270",1980,95,"PAN",1.3,0.2,0,0.2,0.7,0,7207.7,2148.9,1.19059005509918,0,1,NA
"1271",1980,100,"COL",2.9,0.6,1,0,0,0.7,6981.3,29439.3,1.25377583876352,1,1,0
"1272",1980,101,"VEN",2.7,0.7,0.3,0,0.6,0.4,14314,16777.096,-2.8129243183943,1,1,0
"1273",1980,130,"ECU",2.5,0.1,0.8,0,0.8,0.7,6373.4,8959.7,-0.329122060947787,1,1,0
"1274",1980,135,"PER",4.3,0.7,1,0.1,0.8,1,6205.3,19225.3096,-2.20659291268386,1,1,0
"1275",1980,140,"BRA",3.3,0.2,1.2,0.2,0.7,1,7929.4,135983.6,0.839921382619548,1,1,0
"1276",1980,145,"BOL",3,0.2,0.6,0.4,0.9,0.7,3602.8,5903.9426,-2.09331522721172,1,1,0
"1277",1980,150,"PRY",1.5,0,0.4,0,0.4,0.7,5071.8,3635.8,1.1612576889814,0,1,0
"1278",1980,155,"CHL",2.3,0.4,0.6,0,0.7,0.3,8640,11980.4118,1.90125006693141,0,1,0
"1279",1980,160,"ARG",3,0.4,0,0.2,0.8,1,11604.7,30467.5799,-2.1983244653665,1,1,0
"1280",1980,165,"URY",3.3,0.5,1,0,0.4,0.9,9791.7,2999.1,0.484794362047829,1,1,NA
"1281",1980,200,"GBR",0.4,0.1,0.3,0,0,0,22727.2,56676.3347,2.25188547608359,1,1,0
"1282",1980,205,"IRL",NA,NA,0,NA,NA,0.1,14865,3502.06,2.68806839784336,1,1,NA
"1283",1980,210,"NLD",0,0,0,0,0,0,24273.2,14482.1533,1.33181939350793,1,1,0
"1284",1980,211,"BEL",0.1,0,0.1,0,0,0,24106.7,9867.822,1.92264912199304,1,1,0
"1285",1980,220,"FRA",0,0,0,0,0,0,25021.9,56366.1,1.69328143742307,1,1,0
"1286",1980,225,"CHE",NA,NA,0,NA,NA,0,29695.82876,6559.4231,2.27079232133536,1,1,NA
"1287",1980,230,"ESP",1.3,0.6,0.1,0,0,0,15231.9,38416.1012,3.01536829332884,1,1,NA
"1288",1980,235,"PRT",0.7,0,0.4,0,0,0.3,13892.3,9880.8809,3.01830675270069,1,1,0
"1289",1980,255,"DEU",0.1,0,0.1,0,0,0,23980.3,78080.4253,1.70406236684634,NA,1,0
"1290",1980,290,"POL",2.5,0,0.9,0,0.9,0.7,8954.1,36949.0682,-0.396530262770505,1,1,0
"1291",1980,305,"AUT",0,0,0,0,0,0,23516.4,7573.0276,1.9864194293931,1,1,0
"1292",1980,310,"HUN",0.2,0,0.2,0,0,0,10596.6,10621.8538,1.01643027689795,0,1,0
"1293",1980,325,"ITA",0.1,0,0,0,0,0.1,22593.2,56648.2771,2.30775156017746,1,1,0
"1294",1980,350,"GRC",0.5,0,0.4,0,0,0.1,14777.2,9874.8631,1.29398524125935,1,1,0
"1295",1980,360,"ROU",0.5,0,0.1,0,0.4,0,6014.1,22503.2646,0.845624752562858,0,1,0
"1296",1980,365,"RUS",2.2,0,0.5,1,0.7,0,12479.6,143362.5478,0.737843074254511,NA,1,0
"1297",1980,375,"FIN",0,0,0,0,0,0,23144.4,4880.3979,3.23757429281121,1,1,0
"1298",1980,380,"SWE",0.1,0,0.1,0,0,0,25588.8,8366.8,1.76302762054671,1,1,0
"1299",1980,385,"NOR",0.8,0.3,0.2,0,0,0,26638.9,4150.8669,2.35971267263357,1,1,0
"1300",1980,390,"DNK",0.3,0.3,0,0,0,0,26844.9,5121.1683,1.79414574176006,1,1,0
"1301",1980,395,"ISL",NA,0.2,0.9,NA,NA,0.9,26584.2,240.1209,2.08218091802318,1,1,NA
"1302",1980,437,"CIV",1.1,0.2,0,0,0.7,0,2804.9,10193.686,-2.82202740669126,0,1,NA
"1303",1980,452,"GHA",3.4,0.8,0.7,0.1,0.1,0.9,1641.4,12932.9808,-1.22773401538329,NA,1,NA
"1304",1980,475,"NGA",1.3,0,0.6,0,0.3,0.4,1706,84267.657,-1.77620120310378,NA,1,NA
"1305",1980,482,"CAF",1.8,0.5,0,0,0.8,0,1144.4,2665.9,-2.04566661104125,0,1,NA
"1306",1980,501,"KEN",1.3,0.4,0.3,0,0,0.1,1668.5,19436.0968,0.669026831668428,0,1,0
"1307",1980,540,"AGO",0.6,0,0,0,0.5,0.1,1320.3,7471.3134,-0.926189430900216,0,1,0
"1308",1980,551,"ZMB",1.9,0,0.6,0,0.7,0.6,1305.3,6695.4927,-1.71489882229103,0,1,NA
"1309",1980,552,"ZWE",0.9,0,0.5,0.1,0.1,0.2,2133.8,8448.727,1.33673521040795,0,1,NA
"1310",1980,560,"ZAF",0.9,0.1,0.4,0,0.4,0,6571.4,33562.3236,-0.631520317112559,0,1,0
"1311",1980,590,"MUS",0.5,0,0.3,0,0,0.2,8544.1,1013.2402,3.36289142163703,1,1,0
"1312",1980,600,"MAR",1,0.2,0.1,0,0.5,0,3776.8,21674.1467,1.98585895771141,0,1,NA
"1313",1980,615,"DZA",0.2,0,0.2,0,0,0,5132.2,21655.1393,-0.362447002319177,0,1,0
"1314",1980,616,"TUN",0.4,0,0.1,0,0.3,0,4885.6,7242.1458,1.18852445095521,0,1,0
"1315",1980,640,"TUR",2.9,0.4,1,0,0.1,1,7000.7,50345.0784,2.59466658613558,1,1,NA
"1316",1980,651,"EGY",1.3,0.3,0.1,0,0.1,0.4,3748.1,49186.155,2.77172047708416,0,1,0
"1317",1980,710,"CHN",0.3,0,0.3,0,0,0,2505.6,1045763.5,5.02137954681834,0,1,NA
"1318",1980,713,"TWN",0.2,0.2,0,0,0,0,11175.5,18957,6.7396928191185,0,1,NA
"1319",1980,732,"KOR",0.7,0.4,0.1,0,0,0.2,8947.95895,40461.1,7.4550408008786,1,1,NA
"1320",1980,740,"JPN",0,0,0,0,0,0,24344.8,120227.3094,3.15325166720805,1,1,0
"1321",1980,750,"IND",0.2,0,0.2,0,0,0,1720.5,748200,3.57943200130455,1,1,0
"1322",1980,775,"MMR",0.4,0,0,0.2,0,0.2,1384.3,35957.4466,0.101952477072762,0,1,NA
"1323",1980,780,"LKA",0.9,0.1,0.3,0,0.3,0.1,3376.3,16102.8695,2.71803821276894,0,1,0
"1324",1980,800,"THA",1.1,0.5,0.1,0,0,0,5012.6,50852.8194,5.45075892220031,1,1,0
"1325",1980,820,"MYS",0.4,0.4,0,0,0,0,6629.3,15392.411,3.36378342547706,0,1,0
"1326",1980,830,"SGP",0.1,0.1,0,0,0,0,16797.1,2715.5233,5.46716364513933,0,1,0
"1327",1980,840,"PHL",2.6,0.7,0.2,0,0.7,0.2,3512.1,57104.3376,-0.498277104279754,1,1,0
"1328",1980,850,"IDN",0.2,0,0.2,0,0,0,3219.8,162008.61295,2.97863188524095,0,1,0
"1329",1980,900,"AUS",1.3,0.1,1.2,0,0,0,24614.1,15637.216,1.86931383874379,1,1,0
"1330",1980,920,"NZL",0.5,0.3,0.2,0,0,0,21390.6,3288.46,1.23257309853735,1,1,0
"1331",1990,2,"USA",0.2,0.2,0,0,0,0,39642.97251,265077.12343,1.95770275008538,1,1,0
"1332",1990,20,"CAN",0,0,0,0,0,0,31354.44071,29241.480124,1.52592769213306,1,1,0
"1333",1990,42,"DOM",1.8,0.1,0,1,0.5,0.2,4928.07006,7628.9081428,4.37912319611117,1,1,0
"1334",1990,70,"MEX",2,0.5,0.3,0,0.1,0.5,10581.54739,91311.361464,2.45195299306857,0,1,0
"1335",1990,90,"GTM",0.4,0.1,0.1,0,0,0.2,5460.23518,10195.0471313,1.25444856947128,1,1,0
"1336",1990,91,"HND",2.1,0.1,0.4,0,1,0.6,3159.59798,5485.211,0.581428885318712,1,1,0
"1337",1990,92,"SLV",1.3,0.3,0,0.7,0,0.2,4347.95308,5441.2439,4.73239046293385,1,1,0
"1338",1990,93,"NIC",3.1,0.7,0.4,0,1,0.3,2339.31425,4290.5,1.47029487361933,1,1,0
"1339",1990,94,"CRI",1.5,0.5,0.2,0,0.1,0.3,8394.60804,3405.624543,2.08502352832716,1,1,0
"1340",1990,95,"PAN",0.7,0,0,0,0.7,0,8553.50317,2616.6,3.86542627769078,1,1,NA
"1341",1990,100,"COL",1.7,0.2,0.6,0,0,0.7,8362.7196,35796.372308,1.10850074471737,1,1,0
"1342",1990,101,"VEN",3.2,0.4,0.7,0.4,0.4,1,14321.32855,21280.471803,0.793448596166744,1,1,0
"1343",1990,130,"ECU",3.4,0.4,0.8,0.1,0.7,1,6851.19422,11197.1501,1.07790037784383,1,1,0
"1344",1990,135,"PER",2.3,0.2,0.6,0,0.8,0.5,5383.17061,23621.747156,1.53186546626166,0,1,0
"1345",1990,140,"BRA",3.1,0.6,0.8,0.1,0.5,0.6,8667.17909,162541.41464,1.30651557322669,1,1,0
"1346",1990,145,"BOL",1.3,0.4,0,0,0.8,0.1,3839.6218,7295.6857,1.99204920846092,1,1,0
"1347",1990,150,"PRY",2,0.5,0.4,0,0.3,0.3,5291.33834,4810.3723847,-0.123485255591081,0,1,0
"1348",1990,155,"CHL",0.3,0,0,0,0.1,0.2,13104.73113,14181.292488,4.07823373032381,1,1,0
"1349",1990,160,"ARG",2.5,0.3,1.1,0.1,0.4,0.3,13153.09425,35026.585127,3.54994861907647,1,1,0
"1350",1990,165,"URY",1.8,0,0.9,0,0.2,0.7,12123.9162,3170.8812479,2.67341935528102,1,1,NA
"1351",1990,200,"GBR",0.3,0.2,0.1,0,0,0,27800.12308,58199.718743,1.6999696228746,1,1,0
"1352",1990,205,"IRL",NA,NA,0,NA,NA,0,24832.73363,3610.1873079,7.43486531605629,1,1,NA
"1353",1990,210,"NLD",0,0,0,0,0,0,30959.44118,15399.813215,3.19122821521447,1,1,0
"1354",1990,211,"BEL",0,0,0,0,0,0,29416.07153,10114.081397,2.02025128482538,1,1,0
"1355",1990,220,"FRA",0.2,0.2,0,0,0,0,29539.22096,59335.128669,1.59566787300932,1,1,0
"1356",1990,225,"CHE",NA,NA,0,NA,NA,0,36465.71777,7103.672886,2.13004826227178,1,1,NA
"1357",1990,230,"ESP",0.1,0,0.1,0,0,0,21688.79009,40111.131554,3.3769760909833,1,1,NA
"1358",1990,235,"PRT",0,0,0,0,0,0,19552.68565,9982.035731,3.18170400380718,1,1,0
"1359",1990,255,"DEU",0.2,0,0.2,0,0,0,28655.98342,81190.297202,2.00134945454872,1,1,0
"1360",1990,290,"POL",2.5,0.5,0.8,0,0.5,0.6,9435.85195,38500.460178,3.07620678036915,1,1,0
"1361",1990,305,"AUT",0,0,0,0,0,0,29676.6714,7942.3489999,2.574857430511,1,1,0
"1362",1990,310,"HUN",2.2,0.5,0.6,0,0,0.6,10318.86116,10323.139365,1.27910367828005,1,1,0
"1363",1990,325,"ITA",0.7,0.6,0.1,0,0,0,28395.30682,56860.503815,2.10652471229144,1,1,0
"1364",1990,350,"GRC",0.8,0.5,0.2,0,0,0.1,17488.65754,10451.032742,2.24045758607209,1,1,0
"1365",1990,360,"ROU",4,1,1,0,0,1,5788.9415,22403.641315,1.27819265201483,1,1,0
"1366",1990,365,"RUS",3.2,0.2,1,0.2,0.9,0.6,9720.9176,147763.46305,-2.88913679537077,NA,1,0
"1367",1990,375,"FIN",0.9,0.4,0.1,0,0,0,26636.1058,5088.8116603,1.46081251933179,1,1,0
"1368",1990,380,"SWE",0.6,0.4,0.1,0,0,0,28823.19387,8756.8120749,1.62220773635768,1,1,0
"1369",1990,385,"NOR",0.8,0.4,0,0,0,0,39573.45682,4348.2725023,5.8709721067157,1,1,0
"1370",1990,390,"DNK",0.3,0.3,0,0,0,0,32997.51559,5226.9021007,2.58134415822755,1,1,0
"1371",1990,395,"ISL",NA,0,0,NA,NA,0,28725.32171,266.12503105,1.21937582988499,1,1,NA
"1372",1990,437,"CIV",1.5,0.2,0.1,0,0.9,0.1,2137.96116,14985.599297,0.440694039901368,0,1,NA
"1373",1990,452,"GHA",1.6,0.3,0.7,0,0,0.6,1862.61032,16958.78413,2.06650110498453,1,1,NA
"1374",1990,475,"NGA",2.44444444444444,0.5,0.3,0,0.5,0.666666666666667,1877.71016,108429.565215,1.6508233410271,0,1,NA
"1375",1990,482,"CAF",3.2,1,0.1,0,1,0.1,956.62713,3491.9,-0.910144135936427,1,1,NA
"1376",1990,501,"KEN",2.4,0.4,0.4,0,0.5,0.3,1800.89862,26765.617003,0.892542665939107,0,1,0
"1377",1990,540,"AGO",4.5,0.7,1.1,0.8,1,0.9,1466.28494,9787.6793563,3.99697284992133,0,1,0
"1378",1990,551,"ZMB",3.1,0.4,0.8,0,0.5,1,1276.39715,9031.3588829,1.38671453639263,0,1,NA
"1379",1990,552,"ZWE",2.5,0.5,0.7,0,0,0.8,2182.72381,11142.549054,0.780682831247446,0,1,NA
"1380",1990,560,"ZAF",0.3,0,0.2,0,0.1,0,6452.80421,41635.768643,1.41729917229646,1,1,0
"1381",1990,590,"MUS",0.2,0.1,0.1,0,0,0,12553.33777,1116.8665,2.31882626955049,1,1,0
"1382",1990,600,"MAR",0.1,0,0,0,0.1,0,4391.62409,26665.60374,1.63679668327643,0,1,NA
"1383",1990,615,"DZA",2.1,0.3,0.4,0,0.6,0.5,5265.31486,27775.175045,2.82339893361689,0,1,0
"1384",1990,616,"TUN",1,0.5,0,0,0,0,6172.34769,8863.9268242,3.82248971987944,0,1,0
"1385",1990,640,"TUR",2.3,0.2,1,0,0,1,10055.29202,61721.218927,3.51174307347181,1,1,NA
"1386",1990,651,"EGY",1,0.6,0.2,0,0,0.2,4981.48891,60999.682608,4.43439264044513,0,1,0
"1387",1990,710,"CHN",0.6,0.3,0.1,0,0,0.1,3780.44885,1194804.2295,4.03009839801035,0,1,NA
"1388",1990,713,"TWN",0.6,0.3,0.1,0,0,0,20699.45172,21024.225225,5.30254794414364,1,1,NA
"1389",1990,732,"KOR",0.7,0.3,0.1,0,0,0,18038.11826,44822.6,5.47695329254351,1,1,NA
"1390",1990,740,"JPN",1.1,0.8,0,0,0,0,31648.27626,125272.09474,1.26916375752997,1,1,0
"1391",1990,750,"IND",0.8,0.6,0.2,0,0,0,2336.09693,913607.86005,2.9669027072782,1,1,0
"1392",1990,775,"MMR",1.4,0.2,0,0,0.3,0.9,1405.10223,42109.608156,3.09966726109917,0,1,NA
"1393",1990,780,"LKA",1,0.4,0,0.1,0,0.1,4729.50689,18134.033398,4.20027087757636,1,1,0
"1394",1990,800,"THA",0.9,0.4,0.1,0,0,0,9106.65692,58425.025491,3.4866525045892,1,1,0
"1395",1990,820,"MYS",0.7,0.3,0.1,0,0,0,10984.79009,19720.372404,5.29460901575179,0,1,0
"1396",1990,830,"SGP",0.1,0,0.1,0,0,0,29490.30219,3511.8017,5.23375811621845,0,1,0
"1397",1990,840,"PHL",1.1,0.3,0.2,0,0.3,0,3641.61022,71912.76538,1.21051721383525,1,1,0
"1398",1990,850,"IDN",1.3,0.5,0.2,0,0.1,0.2,5062.36846,193614.1645,3.51334380271895,1,1,0
"1399",1990,900,"AUS",0.6,0.3,0.3,0,0,0,30543.77852,17805.577565,2.65457846086692,1,1,0
"1400",1990,920,"NZL",0.2,0.1,0.1,0,0,0,23261.51788,3611.1,1.61518509297973,1,1,0
"1401",2000,2,"USA",0.5,0.3,0.2,0,0,0,48345.65339,294966.63002,0.856421803925497,1,1,0
"1402",2000,20,"CAN",0.1,0,0.1,0,0,0,39617.33815,32263.426266,1.34427596912777,1,1,0
"1403",2000,42,"DOM",0.9,0.2,0,0.2,0.1,0.2,8347.26023,8856.9741194,4.97236078573909,1,1,0
"1404",2000,70,"MEX",0.1,0,0.1,0,0,0,13536.90869,104025.148596,1.70783054245739,1,1,0
"1405",2000,90,"GTM",0.2,0.2,0,0,0,0,6187.29544,13047.308101,1.09497429930886,1,1,0
"1406",2000,91,"HND",1.2,0.2,0,0,1,0,3803.85667,7108.7136,2.73898804861719,NA,1,0
"1407",2000,92,"SLV",0,0,0,0,0,0,6364.98673,5892.2222,3.15270348284461,1,1,0
"1408",2000,93,"NIC",1.5,0.2,0,0.2,1,0.1,3329.63219,5219.3,3.24314477297787,1,1,0
"1409",2000,94,"CRI",0,0,0,0,0,0,10462.76553,4180.2016214,2.4227482948045,1,1,0
"1410",2000,95,"PAN",0,0,0,0,0,0,11656.62033,3130.2,4.08469743042057,1,1,NA
"1411",2000,100,"COL",0.4,0.1,0.2,0,0,0,9562.9415,41171.67108,2.67172121775559,1,1,0
"1412",2000,101,"VEN",1.2,0.1,0.3,0,0.2,0.5,15043.40688,25540.34522,2.66532707577043,NA,1,0
