"","ten_year_period","cown","cc3","average_crisis_tally","average_banking_crisis","average_currency_crisis","average_domestic_debt_crisis","average_external_debt_crisis","average_inflation_crisis","average_gdppc","average_pop","average_growth","democracy","independence","gold_standard"
"1413",2000,130,"ECU",1.1,0.3,0.1,0.2,0.3,0.2,8042.37325,13498.6714,2.82809897376568,1,1,0
"1414",2000,135,"PER",0,0,0,0,0,0,7196.52638,27303.7223,4.08105997108566,1,1,0
"1415",2000,140,"BRA",0.3,0,0.3,0,0,0,11325.43443,186791.22946,3.41164137604609,1,1,0
"1416",2000,145,"BOL",0,0,0,0,0,0,4477.07933,8984.5159,1.92140087575318,1,1,0
"1417",2000,150,"PRY",0.5,0.1,0.2,0,0.2,0,5851.44433,5928.611847,2.27759292978567,1,1,0
"1418",2000,155,"CHL",0.1,0,0.1,0,0,0,16899.23081,16042.572001,2.07273494179104,1,1,0
"1419",2000,160,"ARG",2.8,0.3,0.7,0.5,0.9,0.1,15296.33406,39142.501703,1.99851777373328,1,1,0
"1420",2000,165,"URY",1.1,0.4,0.2,0,0.1,0,13027.91539,3285.9860714,1.38835243191584,1,1,NA
"1421",2000,200,"GBR",0.4,0.3,0.1,0,0,0,34629.75097,60626.301602,1.09824286406669,1,1,0
"1422",2000,205,"IRL",NA,NA,0,NA,NA,0,46398.79549,4145.9825411,3.0593030536648,1,1,NA
"1423",2000,210,"NLD",0.5,0.2,0.1,0,0,0,40866.95995,16265.135294,1.7454666725973,1,1,0
"1424",2000,211,"BEL",0.5,0.2,0.1,0,0,0,35898.07904,10484.692653,1.29872548803263,1,1,0
"1425",2000,220,"FRA",0.3,0.2,0.1,0,0,0,35167.24364,62775.510832,0.979230562243078,1,1,0
"1426",2000,225,"CHE",NA,NA,0,NA,NA,0,49216.20467,7563.0912243,3.01233445449582,1,1,NA
"1427",2000,230,"ESP",0.3,0.2,0.1,0,0,0,30340.41693,43894.641615,2.19795416115115,1,1,NA
"1428",2000,235,"PRT",0.3,0.2,0.1,0,0,0,24399.76897,10407.507229,0.993665033182504,1,1,0
"1429",2000,255,"DEU",0.6,0.2,0.1,0,0,0,36611.39471,82267.951239,1.992339653864,1,1,0
"1430",2000,290,"POL",0.1,0,0.1,0,0,0,15719.68758,38573.769935,5.05511080710646,1,1,0
"1431",2000,305,"AUT",0.125,0.2,0.1,0,0,0,37615.56398,8236.7013036,1.63932389230626,1,1,0
"1432",2000,310,"HUN",0.4,0.2,0,0,0,0,17179.02194,10104.834627,4.73953599742643,1,1,0
"1433",2000,325,"ITA",0.5,0.2,0.1,0,0,0,34529.3225,57868.876785,0.864452708960716,1,1,0
"1434",2000,350,"GRC",0.7,0.2,0.3,0,0,0,25532.69132,10897.138326,3.36869902724169,1,1,0
"1435",2000,360,"ROU",0.9,0,0.3,0,0,0.3,11429.37675,21054.056058,9.24786083686826,1,1,0
"1436",2000,365,"RUS",0.6,0.2,0.1,0,0.1,0.2,15877.43528,143572.724,8.21069995952085,0,1,0
"1437",2000,375,"FIN",0.1,0,0.1,0,0,0,36239.25862,5245.9356759,1.76964962501013,1,1,0
"1438",2000,380,"SWE",0.3,0.2,0.1,0,0,0,38384.82689,9042.2855451,2.10203886532134,1,1,0
"1439",2000,385,"NOR",0.1,0,0.1,0,0,0,66258.17463,4629.5514943,4.14363176392218,1,1,0
"1440",2000,390,"DNK",0.3,0.2,0,0,0,0,41642.62719,5420.4440156,1.18647038030915,1,1,0
"1441",2000,395,"ISL",NA,0.3,0.2,NA,NA,0,36671.76945,298.20366872,1.67283565154719,1,1,NA
"1442",2000,437,"CIV",1,0,0,0,1,0,2351.89985,19788.962972,0.38818164367619,0,1,NA
"1443",2000,452,"GHA",0.7,0,0.4,0,0,0.3,2400.98231,20753.526012,3.06990502904496,1,1,NA
"1444",2000,475,"NGA",0.4,0.1,0,0,0.2,0,3225.21701,142291.01152,8.08450643744744,0,1,NA
"1445",2000,482,"CAF",1,0,0,0,1,0,898.19561,4340.5,-0.688565711255892,NA,1,NA
"1446",2000,501,"KEN",0.2,0,0.1,0,0.1,0,2146.8888,35595.05334,2.2952316271592,1,1,0
"1447",2000,540,"AGO",2,0,0.7,0.3,0.4,0.6,4038.10286,13811.365479,14.3037042179532,0,1,0
"1448",2000,551,"ZMB",0.6,0,0.2,0,0,0.4,1970.91552,11835.566402,7.17389958595624,1,1,NA
"1449",2000,552,"ZWE",5.7,1,0.8,1,1,0.9,1659.22023,12369.774519,-5.52132750730706,0,1,NA
"1450",2000,560,"ZAF",0.3,0,0.3,0,0,0,9272.16324,47729.510884,4.17775226143149,1,1,0
"1451",2000,590,"MUS",0,0,0,0,0,0,14956.8223,1236.5061,1.69440681680474,1,1,0
"1452",2000,600,"MAR",0,0,0,0,0,0,5719.34418,30287.941498,3.64254081410257,0,1,NA
"1453",2000,615,"DZA",0,0,0,0,0,0,9435.22775,32657.364847,6.38682870290851,0,1,0
"1454",2000,616,"TUN",0,0,0,0,0,0,8946.4496,9946.5967466,3.74672095272772,0,1,0
"1455",2000,640,"TUR",1.3,0.2,0.4,0,0,0.4,13778.78903,71867.100207,3.29689785339591,1,1,NA
"1456",2000,651,"EGY",0.2,0,0.2,0,0,0,8119.79322,74120.700181,5.05140802445667,0,1,0
"1457",2000,710,"CHN",0,0,0,0,0,0,6550.31589,1293343.2082,6.9499569830349,0,1,NA
"1458",2000,713,"TWN",0,0,0,0,0,0,30648.11721,22470.902016,2.96775864486591,1,1,NA
"1459",2000,732,"KOR",0.5,0.1,0.1,0,0,0,27025.04718,48166.8,3.37898617703937,1,1,NA
"1460",2000,740,"JPN",0.4,0.2,0,0,0,0,34275.59255,127625.58838,0.387425366285652,1,1,0
"1461",2000,750,"IND",0.1,0,0.1,0,0,0,3390.8419,1083234.6854,4.68037448840707,1,1,0
"1462",2000,775,"MMR",2.3,0.4,0,0,1,0.5,2808.68453,47880.044127,8.2697551947623,0,1,NA
"1463",2000,780,"LKA",0.1,0,0,0,0,0.1,6543.68274,19476.244861,3.6132504078093,1,1,0
"1464",2000,800,"THA",0.5,0.1,0.1,0,0,0,11392.84661,63783.088578,3.00755002162882,NA,1,0
"1465",2000,820,"MYS",0.5,0.2,0,0,0,0,15455.19078,25063.115485,3.30506624755624,0,1,0
"1466",2000,830,"SGP",0,0,0,0,0,0,44167.02909,4551.0605,3.93186146469394,0,1,0
"1467",2000,840,"PHL",0.5,0.2,0.1,0,0,0,4667.01395,89020.331767,3.15535550152684,1,1,0
"1468",2000,850,"IDN",1,0.3,0.2,0,0.2,0,6474.15636,224798.12962,4.35009367318799,1,1,0
"1469",2000,900,"AUS",0.1,0,0.1,0,0,0,41055.46797,20076.911288,2.31802624359763,1,1,0
"1470",2000,920,"NZL",0.1,0,0.1,0,0,0,29627.02425,4042.8031501,1.91522750724406,1,1,0
"1471",2010,2,"USA",0.2,0.2,0,0,0,0,51066.9879857143,316793.105557143,1.29452258009025,1,1,0
"1472",2010,20,"CAN",0,0,0,0,0,0,42830.9180285714,35211.9534085714,1.1777745675149,1,1,0
"1473",2010,42,"DOM",0,0,0,0,0,0,12617.4944,9850.04095014286,4.92332063581308,1,1,0
"1474",2010,70,"MEX",0,0,0,0,0,0,15615.8997285714,115415.856871429,2.03081989994477,1,1,0
"1475",2010,90,"GTM",0,0,0,0,0,0,6865.6368,15712.25039,1.54121110470558,1,1,0
"1476",2010,91,"HND",1,0,0,0,1,0,4561.12742857143,8403.804,1.91484428920743,1,1,0
"1477",2010,92,"SLV",0,0,0,0,0,0,7836.15922857143,6105.23457142857,2.08789663505594,1,1,0
"1478",2010,93,"NIC",1,0,0,0,1,0,4514.99512857143,5787.28571428571,4.24807899034845,NA,1,0
"1479",2010,94,"CRI",0,0,0,0,0,0,13014.6529857143,4701.34625857143,2.78059836249792,1,1,0
"1480",2010,95,"PAN",0,0,0,0,0,0,18712.5892428571,3558.57142857143,5.76049708730768,1,1,NA
"1481",2010,100,"COL",0.2,0,0.428571428571429,0,0,0,12455.2409142857,45511.49575,2.9286207913007,1,1,0
"1482",2010,101,"VEN",2.2,0.2,0.714285714285714,0,0,1,18452.5113285714,29058.2242657143,-1.24340492099013,0,1,0
"1483",2010,130,"ECU",0,0,0,0,0,0,10419.7446857143,15437.8064285714,2.18411787192358,1,1,0
"1484",2010,135,"PER",0,0,0,0,0,0,10789.3971571429,29895.5519757143,4.20749523870749,1,1,0
"1485",2010,140,"BRA",0.2,0,0.142857142857143,0,0,0,14899.2303714286,203296.289,0.918315673550141,1,1,0
"1486",2010,145,"BOL",0,0,0,0,0,0,5762.10841428571,10459.882,3.45465700963144,1,1,0
"1487",2010,150,"PRY",0,0,0,0,0,0,7931.14668571429,6689.96691442857,4.8069582713374,1,1,0
"1488",2010,155,"CHL",0.2,0,0.428571428571429,0,0,0,20700.1210428571,17543.90377,2.56572414768641,1,1,0
"1489",2010,160,"ARG",1,0,0.285714285714286,0,1,0,19430.7131,42632.0194342857,1.32451127122026,1,1,0
"1490",2010,165,"URY",0,0,0,0,0,0,18280.5184,3352.00428057143,3.68123822527502,1,1,NA
"1491",2010,200,"GBR",1,1,0,0,0,0,35891.3531857143,64444.5406971429,1.17650782394919,1,1,0
"1492",2010,205,"IRL",NA,NA,0,0,NA,0,51172.2586428571,4632.17924957143,2.61063807710796,1,1,NA
"1493",2010,210,"NLD",2,1,0,0,0,0,44396.9070285714,16814.7298485714,0.789137264503686,1,1,0
"1494",2010,211,"BEL",2,1,0,0,0,0,38153.6182142857,11150.66724,0.672526949715039,1,1,0
"1495",2010,220,"FRA",1,1,0,0,0,0,36636.9609428571,65897.9077485714,0.62974746223864,1,1,0
"1496",2010,225,"CHE",NA,NA,0,0,NA,0,58867.0711857143,8241.85076985714,1.13305945259192,1,1,NA
"1497",2010,230,"ESP",1,1,0,0,0,0,31020.2005714286,47168.41585,-0.681795703183082,1,1,NA
"1498",2010,235,"PRT",1.2,1,0,0,0.142857142857143,0,24796.3090142857,10391.9494814286,0.27337892600855,1,1,0
"1499",2010,255,"DEU",0.4,0.2,0,0,0,0,43419.3688285714,82190.3841128571,1.99955228968545,1,1,0
"1500",2010,290,"POL",0.4,0,0.571428571428571,0,0,0,22774.9561571429,38421.9538642857,3.36307569016249,1,1,0
"1501",2010,305,"AUT",0.25,0.4,0,0,0,0,41250.1927571429,8562.948966,0.708996375783948,1,1,0
"1502",2010,310,"HUN",2.4,1,0.428571428571429,0,0,0,21540.9049571429,9897.38774214286,2.60712580809375,1,1,0
"1503",2010,325,"ITA",2,1,0,0,0,0,33777.8482714286,60107.5842457143,-0.251002182410449,1,1,0
"1504",2010,350,"GRC",2.6,1,0,0.166666666666667,0.571428571428571,0,23291.0664428571,10888.5953357143,-2.88771166691902,1,1,0
"1505",2010,360,"ROU",0,0,0,0,0,0,17760.1897142857,19691.1731971429,1.73459776944109,1,1,0
"1506",2010,365,"RUS",1.2,1,0.142857142857143,0,0,0,23533.6262714286,144323.9211,2.22427719527796,0,1,0
"1507",2010,375,"FIN",0,0,0,0,0,0,37418.5876285714,5434.41625914286,0.236194266011863,1,1,0
"1508",2010,380,"SWE",0.4,0.2,0.142857142857143,0,0,0,42722.2506428571,9623.82487542857,1.57269090157021,1,1,0
"1509",2010,385,"NOR",0.2,0,0.428571428571429,0,0,0,81454.8779,5072.19331128571,1.12099323334322,1,1,0
"1510",2010,390,"DNK",1,1,0,0,0,0,43923.1995857143,5625.69162871429,0.909089288752761,1,1,0
"1511",2010,395,"ISL",NA,1,0,0,NA,0,38376.5267142857,324.888947128571,1.62245854234261,1,1,NA
"1512",2010,437,"CIV",0.6,0,0,0,0.428571428571429,0,2868.85947142857,24536.1689257143,4.49728263515717,0,1,NA
"1513",2010,452,"GHA",0.6,0,0.571428571428571,0,0,0,3550.57704285714,24998.90313,4.8471737278403,1,1,NA
"1514",2010,475,"NGA",2,1,0,0,0,0,5305.83798571429,178817.428557143,2.89164562238655,1,1,NA
"1515",2010,482,"CAF",1,0,0,0,1,0,718.330057142857,5170.85714285714,-4.61570231593599,0,1,NA
"1516",2010,501,"KEN",0,0,0,0,0,0,2866.79012857143,45593.2599242857,4.03406956598867,1,1,0
"1517",2010,540,"AGO",0,0,0,0,0,0,8292.8094,18941.5504671429,2.59394751507454,0,1,0
"1518",2010,551,"ZMB",0.2,0,0.142857142857143,0,0,0.142857142857143,3348.72398571429,14947.28923,3.50959106160465,1,1,NA
"1519",2010,552,"ZWE",2,0,0,1,1,0,1544.69378571429,13193.1714271429,2.65891306855006,0,1,NA
"1520",2010,560,"ZAF",0.5,0,0.285714285714286,0,0,0,11992.3720714286,52520.1549057143,1.603217002898,1,1,0
"1521",2010,590,"MUS",0,0,0,0,0,0,17430.6171714286,1321.76828571429,2.39758666736056,1,1,0
"1522",2010,600,"MAR",0,0,0,0,0,0,7559.22261428571,33601.7330585714,2.5538424010866,0,1,NA
"1523",2010,615,"DZA",0,0,0,0,0,0,13534.8206142857,37943.5924985714,2.69671935719024,0,1,0
"1524",2010,616,"TUN",0,0,0,0,0,0,10852.6873285714,10867.9886957143,0.729988473796109,1,1,0
"1525",2010,640,"TUR",0.2,0,0.142857142857143,0,0,0,18346.3027571429,80433.1818114286,2.54435646307693,NA,1,NA
"1526",2010,651,"EGY",0,0,0,0,0,0,10932.0416142857,90246.42464,1.61278085253441,0,1,0
"1527",2010,710,"CHN",0,0,0.142857142857143,0,0,0,11234.9169428571,1351470.28671429,5.3672153178455,0,1,NA
"1528",2010,713,"TWN",0,0,0,0,0,0,40061.9270571429,23101.0342342857,3.17556313958341,1,1,NA
"1529",2010,732,"KOR",0,0,0,0,0,0,33715.2532714286,50442.8571428571,2.70207613791208,1,1,NA
"1530",2010,740,"JPN",0.4,0,0.571428571428571,0,0,0,36136.7717857143,126937.026857143,1.58000335040238,1,1,0
"1531",2010,750,"IND",0.2,0,0.142857142857143,0,0,0,5253.53507142857,1221664.63842857,5.28986560868633,1,1,0
"1532",2010,775,"MMR",1.4,0,0.285714285714286,0,0.857142857142857,0,4462.57121428571,51862.5846885714,5.34467647169075,0,1,NA
"1533",2010,780,"LKA",0.2,0,0,0,0.142857142857143,0,9871.10041428571,20679.3467314286,5.26178338541675,1,1,0
"1534",2010,800,"THA",0,0,0,0,0,0,14366.6495285714,66398.5991385714,3.05544015556541,1,1,0
"1535",2010,820,"MYS",0,0,0,0,0,0,20860.8999428571,29000.2066242857,4.08126927174367,0,1,0
"1536",2010,830,"SGP",0,0,0,0,0,0,63534.9615714286,5460.59842857143,3.68819772390945,0,1,0
"1537",2010,840,"PHL",0,0,0,0,0,0,6483.00667142857,103562.544095714,4.80190554324092,1,1,0
"1538",2010,850,"IDN",0.2,0,0.142857142857143,0,0,0,9672.63331428571,247884.398271429,4.65553320473651,1,1,0
"1539",2010,900,"AUS",0.4,0,0.571428571428571,0,0,0,47264.3176285714,22986.3204928571,1.28014486733529,1,1,0
"1540",2010,920,"NZL",0,0,0,0,0,0,32948.0127571429,4434.89535614286,1.34561971766395,1,1,0
