"","case","cc3","country","year","gold_standard","independence","banking_crisis","systemic_crisis","domestic_debt_in_default","currency_crises","inflation_crises","external_default_ex_1975","external_default_in_1975","crisis_tally","cown","country_name"
"1441",7,"BOL","Bolivia",1938,0,1,0,0,1,1,1,1,1,4,145,"Bolivia"
"1442",7,"BOL","Bolivia",1939,0,1,0,0,1,0,1,1,1,3,145,"Bolivia"
"1443",7,"BOL","Bolivia",1940,0,1,0,0,1,0,1,1,1,3,145,"Bolivia"
"1444",7,"BOL","Bolivia",1941,0,1,0,0,0,0,1,1,1,2,145,"Bolivia"
"1445",7,"BOL","Bolivia",1942,0,1,0,0,0,0,1,1,1,2,145,"Bolivia"
"1446",7,"BOL","Bolivia",1943,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1447",7,"BOL","Bolivia",1944,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1448",7,"BOL","Bolivia",1945,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1449",7,"BOL","Bolivia",1946,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1450",7,"BOL","Bolivia",1947,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1451",7,"BOL","Bolivia",1948,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1452",7,"BOL","Bolivia",1949,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1453",7,"BOL","Bolivia",1950,0,1,0,0,0,1,1,0,0,2,145,"Bolivia"
"1454",7,"BOL","Bolivia",1951,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1455",7,"BOL","Bolivia",1952,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1456",7,"BOL","Bolivia",1953,0,1,0,0,0,1,1,0,0,2,145,"Bolivia"
"1457",7,"BOL","Bolivia",1954,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1458",7,"BOL","Bolivia",1955,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1459",7,"BOL","Bolivia",1956,0,1,0,0,0,1,1,0,0,2,145,"Bolivia"
"1460",7,"BOL","Bolivia",1957,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1461",7,"BOL","Bolivia",1958,0,1,0,0,0,1,1,0,0,2,145,"Bolivia"
"1462",7,"BOL","Bolivia",1959,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1463",7,"BOL","Bolivia",1960,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1464",7,"BOL","Bolivia",1961,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1465",7,"BOL","Bolivia",1962,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1466",7,"BOL","Bolivia",1963,0,1,0,0,0,1,0,0,0,1,145,"Bolivia"
"1467",7,"BOL","Bolivia",1964,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1468",7,"BOL","Bolivia",1965,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1469",7,"BOL","Bolivia",1966,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1470",7,"BOL","Bolivia",1967,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1471",7,"BOL","Bolivia",1968,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1472",7,"BOL","Bolivia",1969,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1473",7,"BOL","Bolivia",1970,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1474",7,"BOL","Bolivia",1971,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1475",7,"BOL","Bolivia",1972,0,1,0,0,0,1,0,0,0,1,145,"Bolivia"
"1476",7,"BOL","Bolivia",1973,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1477",7,"BOL","Bolivia",1974,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1478",7,"BOL","Bolivia",1975,0,1,0,0,0,0,1,0,0,1,145,"Bolivia"
"1479",7,"BOL","Bolivia",1976,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1480",7,"BOL","Bolivia",1977,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1481",7,"BOL","Bolivia",1978,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1482",7,"BOL","Bolivia",1979,0,1,0,0,0,1,1,0,0,2,145,"Bolivia"
"1483",7,"BOL","Bolivia",1980,0,1,0,0,0,0,1,1,1,2,145,"Bolivia"
"1484",7,"BOL","Bolivia",1981,0,1,0,0,0,0,1,1,1,2,145,"Bolivia"
"1485",7,"BOL","Bolivia",1982,0,1,0,0,1,1,1,1,1,4,145,"Bolivia"
"1486",7,"BOL","Bolivia",1983,0,1,0,0,1,1,1,1,1,4,145,"Bolivia"
"1487",7,"BOL","Bolivia",1984,0,1,0,0,1,1,1,1,1,4,145,"Bolivia"
"1488",7,"BOL","Bolivia",1985,0,1,0,0,1,1,1,0,0,3,145,"Bolivia"
"1489",7,"BOL","Bolivia",1986,0,1,1,1,0,0,1,1,1,4,145,"Bolivia"
"1490",7,"BOL","Bolivia",1987,0,1,1,1,0,1,0,1,1,4,145,"Bolivia"
"1491",7,"BOL","Bolivia",1988,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1492",7,"BOL","Bolivia",1989,0,1,0,0,0,1,0,1,1,2,145,"Bolivia"
"1493",7,"BOL","Bolivia",1990,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1494",7,"BOL","Bolivia",1991,0,1,0,0,0,0,1,1,1,2,145,"Bolivia"
"1495",7,"BOL","Bolivia",1992,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1496",7,"BOL","Bolivia",1993,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1497",7,"BOL","Bolivia",1994,0,1,1,0,0,0,0,1,1,2,145,"Bolivia"
"1498",7,"BOL","Bolivia",1995,0,1,1,0,0,0,0,1,1,2,145,"Bolivia"
"1499",7,"BOL","Bolivia",1996,0,1,1,0,0,0,0,1,1,2,145,"Bolivia"
"1500",7,"BOL","Bolivia",1997,0,1,0,0,0,0,0,1,1,1,145,"Bolivia"
"1501",7,"BOL","Bolivia",1998,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1502",7,"BOL","Bolivia",1999,0,1,1,0,0,0,0,0,0,1,145,"Bolivia"
"1503",7,"BOL","Bolivia",2000,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1504",7,"BOL","Bolivia",2001,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1505",7,"BOL","Bolivia",2002,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1506",7,"BOL","Bolivia",2003,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1507",7,"BOL","Bolivia",2004,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1508",7,"BOL","Bolivia",2005,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1509",7,"BOL","Bolivia",2006,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1510",7,"BOL","Bolivia",2007,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1511",7,"BOL","Bolivia",2008,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1512",7,"BOL","Bolivia",2009,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1513",7,"BOL","Bolivia",2010,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1514",7,"BOL","Bolivia",2011,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1515",7,"BOL","Bolivia",2012,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1516",7,"BOL","Bolivia",2013,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1517",7,"BOL","Bolivia",2014,0,1,0,0,0,0,0,0,0,0,145,"Bolivia"
"1518",7,"BOL","Bolivia",2015,0,1,NA,NA,0,0,0,0,0,NA,145,"Bolivia"
"1519",7,"BOL","Bolivia",2016,NA,1,NA,NA,NA,0,0,NA,NA,NA,145,"Bolivia"
"1520",8,"BRA","Brazil",1800,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1521",8,"BRA","Brazil",1801,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1522",8,"BRA","Brazil",1802,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1523",8,"BRA","Brazil",1803,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1524",8,"BRA","Brazil",1804,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1525",8,"BRA","Brazil",1805,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1526",8,"BRA","Brazil",1806,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1527",8,"BRA","Brazil",1807,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1528",8,"BRA","Brazil",1808,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1529",8,"BRA","Brazil",1809,0,0,0,0,0,0,1,0,0,1,140,"Brazil"
"1530",8,"BRA","Brazil",1810,0,0,0,0,0,0,1,0,0,1,140,"Brazil"
"1531",8,"BRA","Brazil",1811,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1532",8,"BRA","Brazil",1812,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1533",8,"BRA","Brazil",1813,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1534",8,"BRA","Brazil",1814,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1535",8,"BRA","Brazil",1815,0,0,0,0,0,1,0,0,0,1,140,"Brazil"
"1536",8,"BRA","Brazil",1816,0,0,0,0,0,1,0,0,0,1,140,"Brazil"
"1537",8,"BRA","Brazil",1817,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1538",8,"BRA","Brazil",1818,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1539",8,"BRA","Brazil",1819,0,0,0,0,0,0,0,0,0,0,140,"Brazil"
"1540",8,"BRA","Brazil",1820,0,0,0,0,0,1,0,0,0,1,140,"Brazil"
"1541",8,"BRA","Brazil",1821,0,0,0,0,0,1,0,0,0,1,140,"Brazil"
"1542",8,"BRA","Brazil",1822,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1543",8,"BRA","Brazil",1823,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1544",8,"BRA","Brazil",1824,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1545",8,"BRA","Brazil",1825,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1546",8,"BRA","Brazil",1826,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1547",8,"BRA","Brazil",1827,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1548",8,"BRA","Brazil",1828,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1549",8,"BRA","Brazil",1829,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1550",8,"BRA","Brazil",1830,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1551",8,"BRA","Brazil",1831,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1552",8,"BRA","Brazil",1832,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1553",8,"BRA","Brazil",1833,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1554",8,"BRA","Brazil",1834,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1555",8,"BRA","Brazil",1835,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1556",8,"BRA","Brazil",1836,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1557",8,"BRA","Brazil",1837,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1558",8,"BRA","Brazil",1838,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1559",8,"BRA","Brazil",1839,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1560",8,"BRA","Brazil",1840,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1561",8,"BRA","Brazil",1841,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1562",8,"BRA","Brazil",1842,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1563",8,"BRA","Brazil",1843,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1564",8,"BRA","Brazil",1844,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1565",8,"BRA","Brazil",1845,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1566",8,"BRA","Brazil",1846,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1567",8,"BRA","Brazil",1847,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1568",8,"BRA","Brazil",1848,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1569",8,"BRA","Brazil",1849,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1570",8,"BRA","Brazil",1850,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1571",8,"BRA","Brazil",1851,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1572",8,"BRA","Brazil",1852,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1573",8,"BRA","Brazil",1853,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1574",8,"BRA","Brazil",1854,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1575",8,"BRA","Brazil",1855,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1576",8,"BRA","Brazil",1856,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1577",8,"BRA","Brazil",1857,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1578",8,"BRA","Brazil",1858,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1579",8,"BRA","Brazil",1859,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1580",8,"BRA","Brazil",1860,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1581",8,"BRA","Brazil",1861,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1582",8,"BRA","Brazil",1862,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1583",8,"BRA","Brazil",1863,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1584",8,"BRA","Brazil",1864,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1585",8,"BRA","Brazil",1865,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1586",8,"BRA","Brazil",1866,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1587",8,"BRA","Brazil",1867,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1588",8,"BRA","Brazil",1868,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1589",8,"BRA","Brazil",1869,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1590",8,"BRA","Brazil",1870,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1591",8,"BRA","Brazil",1871,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1592",8,"BRA","Brazil",1872,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1593",8,"BRA","Brazil",1873,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1594",8,"BRA","Brazil",1874,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1595",8,"BRA","Brazil",1875,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1596",8,"BRA","Brazil",1876,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1597",8,"BRA","Brazil",1877,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1598",8,"BRA","Brazil",1878,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1599",8,"BRA","Brazil",1879,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1600",8,"BRA","Brazil",1880,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1601",8,"BRA","Brazil",1881,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1602",8,"BRA","Brazil",1882,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1603",8,"BRA","Brazil",1883,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1604",8,"BRA","Brazil",1884,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1605",8,"BRA","Brazil",1885,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1606",8,"BRA","Brazil",1886,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1607",8,"BRA","Brazil",1887,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1608",8,"BRA","Brazil",1888,1,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1609",8,"BRA","Brazil",1889,1,1,0,1,0,0,0,0,0,1,140,"Brazil"
"1610",8,"BRA","Brazil",1890,0,1,1,1,0,1,0,0,0,3,140,"Brazil"
"1611",8,"BRA","Brazil",1891,0,1,1,0,0,1,1,0,0,3,140,"Brazil"
"1612",8,"BRA","Brazil",1892,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1613",8,"BRA","Brazil",1893,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1614",8,"BRA","Brazil",1894,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1615",8,"BRA","Brazil",1895,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1616",8,"BRA","Brazil",1896,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1617",8,"BRA","Brazil",1897,0,1,1,1,0,1,0,0,0,3,140,"Brazil"
"1618",8,"BRA","Brazil",1898,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1619",8,"BRA","Brazil",1899,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1620",8,"BRA","Brazil",1900,0,1,1,1,0,0,0,1,1,3,140,"Brazil"
"1621",8,"BRA","Brazil",1901,0,1,1,1,0,0,0,1,1,3,140,"Brazil"
"1622",8,"BRA","Brazil",1902,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1623",8,"BRA","Brazil",1903,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1624",8,"BRA","Brazil",1904,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1625",8,"BRA","Brazil",1905,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1626",8,"BRA","Brazil",1906,1,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1627",8,"BRA","Brazil",1907,1,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1628",8,"BRA","Brazil",1908,1,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1629",8,"BRA","Brazil",1909,1,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1630",8,"BRA","Brazil",1910,1,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1631",8,"BRA","Brazil",1911,1,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1632",8,"BRA","Brazil",1912,1,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1633",8,"BRA","Brazil",1913,1,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1634",8,"BRA","Brazil",1914,1,1,1,1,0,1,0,1,1,4,140,"Brazil"
"1635",8,"BRA","Brazil",1915,0,1,0,0,0,1,0,1,1,2,140,"Brazil"
"1636",8,"BRA","Brazil",1916,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1637",8,"BRA","Brazil",1917,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1638",8,"BRA","Brazil",1918,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1639",8,"BRA","Brazil",1919,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1640",8,"BRA","Brazil",1920,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1641",8,"BRA","Brazil",1921,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1642",8,"BRA","Brazil",1922,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1643",8,"BRA","Brazil",1923,0,1,1,1,0,1,1,0,0,4,140,"Brazil"
"1644",8,"BRA","Brazil",1924,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1645",8,"BRA","Brazil",1925,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1646",8,"BRA","Brazil",1926,0,1,1,1,0,1,0,0,0,3,140,"Brazil"
"1647",8,"BRA","Brazil",1927,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1648",8,"BRA","Brazil",1928,1,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1649",8,"BRA","Brazil",1929,1,1,1,1,0,0,0,0,0,2,140,"Brazil"
"1650",8,"BRA","Brazil",1930,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1651",8,"BRA","Brazil",1931,0,1,0,0,0,1,0,1,1,2,140,"Brazil"
"1652",8,"BRA","Brazil",1932,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1653",8,"BRA","Brazil",1933,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1654",8,"BRA","Brazil",1934,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1655",8,"BRA","Brazil",1935,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1656",8,"BRA","Brazil",1936,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1657",8,"BRA","Brazil",1937,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1658",8,"BRA","Brazil",1938,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1659",8,"BRA","Brazil",1939,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1660",8,"BRA","Brazil",1940,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1661",8,"BRA","Brazil",1941,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1662",8,"BRA","Brazil",1942,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1663",8,"BRA","Brazil",1943,0,1,0,0,0,0,0,1,1,1,140,"Brazil"
"1664",8,"BRA","Brazil",1944,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1665",8,"BRA","Brazil",1945,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1666",8,"BRA","Brazil",1946,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1667",8,"BRA","Brazil",1947,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1668",8,"BRA","Brazil",1948,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1669",8,"BRA","Brazil",1949,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1670",8,"BRA","Brazil",1950,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1671",8,"BRA","Brazil",1951,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1672",8,"BRA","Brazil",1952,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1673",8,"BRA","Brazil",1953,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1674",8,"BRA","Brazil",1954,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1675",8,"BRA","Brazil",1955,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1676",8,"BRA","Brazil",1956,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1677",8,"BRA","Brazil",1957,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1678",8,"BRA","Brazil",1958,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1679",8,"BRA","Brazil",1959,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1680",8,"BRA","Brazil",1960,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1681",8,"BRA","Brazil",1961,0,1,0,0,0,1,1,1,1,3,140,"Brazil"
"1682",8,"BRA","Brazil",1962,0,1,0,0,0,1,1,1,1,3,140,"Brazil"
"1683",8,"BRA","Brazil",1963,0,1,1,0,0,1,1,1,1,4,140,"Brazil"
"1684",8,"BRA","Brazil",1964,0,1,0,0,0,1,1,1,1,3,140,"Brazil"
"1685",8,"BRA","Brazil",1965,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1686",8,"BRA","Brazil",1966,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1687",8,"BRA","Brazil",1967,0,1,0,0,0,2,1,0,0,3,140,"Brazil"
"1688",8,"BRA","Brazil",1968,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1689",8,"BRA","Brazil",1969,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1690",8,"BRA","Brazil",1970,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1691",8,"BRA","Brazil",1971,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1692",8,"BRA","Brazil",1972,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1693",8,"BRA","Brazil",1973,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1694",8,"BRA","Brazil",1974,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1695",8,"BRA","Brazil",1975,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1696",8,"BRA","Brazil",1976,0,1,0,0,0,0,1,0,0,1,140,"Brazil"
"1697",8,"BRA","Brazil",1977,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1698",8,"BRA","Brazil",1978,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1699",8,"BRA","Brazil",1979,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1700",8,"BRA","Brazil",1980,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1701",8,"BRA","Brazil",1981,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1702",8,"BRA","Brazil",1982,0,1,0,0,0,1,1,0,0,2,140,"Brazil"
"1703",8,"BRA","Brazil",1983,0,1,0,0,0,1,1,1,1,3,140,"Brazil"
"1704",8,"BRA","Brazil",1984,0,1,0,0,0,1,1,1,1,3,140,"Brazil"
"1705",8,"BRA","Brazil",1985,0,1,1,0,0,1,1,1,1,4,140,"Brazil"
"1706",8,"BRA","Brazil",1986,0,1,1,0,1,2,1,1,1,6,140,"Brazil"
"1707",8,"BRA","Brazil",1987,0,1,0,0,1,1,1,1,1,4,140,"Brazil"
"1708",8,"BRA","Brazil",1988,0,1,0,0,0,1,1,1,1,3,140,"Brazil"
"1709",8,"BRA","Brazil",1989,0,1,0,0,0,2,1,1,1,4,140,"Brazil"
"1710",8,"BRA","Brazil",1990,0,1,1,1,1,1,1,1,1,6,140,"Brazil"
"1711",8,"BRA","Brazil",1991,0,1,1,0,0,1,1,1,1,4,140,"Brazil"
"1712",8,"BRA","Brazil",1992,0,1,0,0,0,1,1,1,1,3,140,"Brazil"
"1713",8,"BRA","Brazil",1993,0,1,0,0,0,2,1,1,1,4,140,"Brazil"
"1714",8,"BRA","Brazil",1994,0,1,1,1,0,1,1,1,1,5,140,"Brazil"
"1715",8,"BRA","Brazil",1995,0,1,1,1,0,1,1,0,0,4,140,"Brazil"
"1716",8,"BRA","Brazil",1996,0,1,1,1,0,0,0,0,0,2,140,"Brazil"
"1717",8,"BRA","Brazil",1997,0,1,1,1,0,0,0,0,0,2,140,"Brazil"
"1718",8,"BRA","Brazil",1998,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1719",8,"BRA","Brazil",1999,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1720",8,"BRA","Brazil",2000,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1721",8,"BRA","Brazil",2001,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1722",8,"BRA","Brazil",2002,0,1,0,0,0,1,0,0,0,1,140,"Brazil"
"1723",8,"BRA","Brazil",2003,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1724",8,"BRA","Brazil",2004,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1725",8,"BRA","Brazil",2005,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
"1726",8,"BRA","Brazil",2006,0,1,0,0,0,0,0,0,0,0,140,"Brazil"
