"","X","cc3","year","gold_standard","independence","banking_crisis","systemic_crisis","domestic_debt_in_default","currency_crises","inflation_crises","external_default_ex_1975","external_default_in_1975","crisis_tally","cown","cowcodes","iso3c","iso3n","country_name","democracy","country","gdppc","pop","percent_growth","log_gdppc"
"4609",6849,"IRL",1921,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",0,"Ireland",4038,3096,NA,8.30375241556341
"4610",6850,"IRL",1922,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4141,3002,2.55076770678554,8.32893404195553
"4611",6851,"IRL",1923,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4105,3014,-0.869355228205748,8.32020459757888
"4612",6852,"IRL",1924,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4095,3005,-0.243605359317905,8.31776616671934
"4613",6853,"IRL",1925,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4101,2985,0.146520146520147,8.31922993863233
"4614",6854,"IRL",1926,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4100,2971,-0.0243842965130456,8.31898612539206
"4615",6855,"IRL",1927,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4229,2957,3.14634146341463,8.34995727204032
"4616",6856,"IRL",1928,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4363,2944,3.16859777725231,8.38114434695296
"4617",6857,"IRL",1929,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4501,2937,3.16296126518451,8.41227702146668
"4618",6858,"IRL",1930,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4618,2927,2.59942235058876,8.4379335104306
"4619",6859,"IRL",1931,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4737,2933,2.57687310524036,8.46337038471873
"4620",6860,"IRL",1932,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4599,2949,-2.91323622545915,8.43381158247719
"4621",6861,"IRL",1933,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4463,2962,-2.95716460100022,8.40380050406115
"4622",6862,"IRL",1934,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4594,2971,2.93524535066099,8.43272403478979
"4623",6863,"IRL",1935,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4728,2971,2.91684806269047,8.46146904264388
"4624",6864,"IRL",1936,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2967,2.89763113367174,8.49002752334347
"4625",6865,"IRL",1937,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4713,2948,-3.12435765673176,8.45829208349608
"4626",6866,"IRL",1938,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2937,3.22512200297051,8.49002752334347
"4627",6867,"IRL",1939,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2934,0,8.49002752334347
"4628",6868,"IRL",1940,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2958,0,8.49002752334347
"4629",6869,"IRL",1941,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2993,0,8.49002752334347
"4630",6870,"IRL",1942,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2963,0,8.49002752334347
"4631",6871,"IRL",1943,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2946,0,8.49002752334347
"4632",6872,"IRL",1944,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2944,0,8.49002752334347
"4633",6873,"IRL",1945,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4812,2952,-1.08941418293936,8.47907586930311
"4634",6874,"IRL",1946,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4865,2957,1.10141313383209,8.49002752334347
"4635",6875,"IRL",1947,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",4929,2974,1.31551901336074,8.50309426703674
"4636",6876,"IRL",1948,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",5149,2985,4.46337999594238,8.54675199365778
"4637",6877,"IRL",1949,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",5426,2981,5.37968537580113,8.5991417740634
"4638",6878,"IRL",1950,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",5504,2963.018,1.43752303722816,8.61341204915678
"4639",6879,"IRL",1951,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",5649,2959.311,2.6344476744186,8.63941082414049
"4640",6880,"IRL",1952,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",5805,2952.156,2.76155071694105,8.66664714458457
"4641",6881,"IRL",1953,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",5973,2947.311,2.89405684754522,8.69517199877606
"4642",6882,"IRL",1954,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",6048,2936.769,1.25565042692115,8.70764824810691
"4643",6883,"IRL",1955,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",6248,2916.133,3.30687830687831,8.74017672992908
"4644",6884,"IRL",1956,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",6212,2895.253,-0.57618437900128,8.7343991500637
"4645",6885,"IRL",1957,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",6239,2878.22,0.434642627173213,8.73873546136347
"4646",6886,"IRL",1958,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",6169,2851.522,-1.12197467542875,8.72745411689943
"4647",6887,"IRL",1959,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",6437,2843.041,4.344302155941,8.76997321185875
"4648",6888,"IRL",1960,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",6825,2832,6.02765263321423,8.82849412946665
"4649",6889,"IRL",1961,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",7186,2818.3,5.28937728937729,8.88002911746844
"4650",6890,"IRL",1962,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",7390,2830,2.83885332591149,8.90801832278489
"4651",6891,"IRL",1963,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",7685,2850,3.99188092016238,8.94715577112479
"4652",6892,"IRL",1964,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",7948,2864,3.42225113858165,8.98080141357311
"4653",6893,"IRL",1965,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",8051,2876,1.29592350276799,8.99367578675968
"4654",6894,"IRL",1966,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",8097,2884,0.571357595329773,8.99937239659211
"4655",6895,"IRL",1967,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",8531,2900.1,5.36000988020254,9.05157907959124
"4656",6896,"IRL",1968,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",9197,2912.5,7.80682217793928,9.12674134809987
"4657",6897,"IRL",1969,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",9706,2925.6,5.5344133956725,9.18060255371223
"4658",6898,"IRL",1970,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",9881,2950.1,1.80300844838244,9.1984701994057
"4659",6899,"IRL",1971,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",10128,2978.3,2.49974698917114,9.2231578756868
"4660",6900,"IRL",1972,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",10621,3024.4,4.86769352290679,9.27068260098234
"4661",6901,"IRL",1973,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",10946,3073.2,3.05997552019584,9.30082072510456
"4662",6902,"IRL",1974,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",11225,3124.2,2.54887630184542,9.32598779550214
"4663",6903,"IRL",1975,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",11662,3177.3,3.89309576837416,9.36417671669105
"4664",6904,"IRL",1976,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",11639,3227.8,-0.197221745841194,9.36220272128543
"4665",6905,"IRL",1977,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",12425,3271.9,6.75315748775668,9.42754633062364
"4666",6906,"IRL",1978,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",13150,3314,5.83501006036217,9.48425308034196
"4667",6907,"IRL",1979,NA,1,NA,0,NA,0,NA,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",13335,3368.2,1.40684410646388,9.49822242443063
"4668",6908,"IRL",1980,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",13614,3401,2.09223847019123,9.51892740510786
"4669",6909,"IRL",1981,NA,1,NA,0,NA,0,1,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",13893,3443.4,2.04936095196122,9.53921237125283
"4670",6910,"IRL",1982,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",14061,3480,1.20924206434895,9.55123140275911
"4671",6911,"IRL",1983,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",13931,3504,-0.924543062371097,9.54194363148589
"4672",6912,"IRL",1984,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",14435,3529,3.61783073720479,9.57748036576268
"4673",6913,"IRL",1985,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",14834,3540,2.7641149982681,9.60474453272492
"4674",6914,"IRL",1986,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",14768,3540.5,-0.444923823648375,9.60028566842631
"4675",6915,"IRL",1987,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",15458,3539.9,4.67226435536295,9.64594663699633
"4676",6916,"IRL",1988,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",16313,3529.6,5.5311165739423,9.69977891386053
"4677",6917,"IRL",1989,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",17343,3513.2,6.31398271317354,9.76100190423937
"4678",6918,"IRL",1990,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",18838,3508.2,8.62019258490457,9.84368446816537
"4679",6919,"IRL",1991,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",19253.9435,3528.427711,2.20800244187282,9.86552311194193
"4680",6920,"IRL",1992,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",20032.7187,3552.582958,4.04475685721213,9.90517206794305
"4681",6921,"IRL",1993,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",20627.0786,3570.384662,2.96694576957245,9.93440846551845
"4682",6922,"IRL",1994,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",22004.8139,3584.486454,6.67925558784655,9.99906196560959
"4683",6923,"IRL",1995,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",24266.1422,3602.911632,10.2765163580865,10.0968785414785
"4684",6924,"IRL",1996,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",26562.909,3631.533528,9.46490291316269,10.1873087689658
"4685",6925,"IRL",1997,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",29455.9203,3668.133794,10.8911689604478,10.290684146195
"4686",6926,"IRL",1998,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",31908.6479,3706.595997,8.32677293739146,10.3706636850528
"4687",6927,"IRL",1999,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",35377.1622,3748.616343,10.8701387500659,10.4738500217631
"4688",6928,"IRL",2000,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",38806.5014,3798.922054,9.69365259037087,10.5663688419761
"4689",6929,"IRL",2001,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",40966.333,3859.890218,5.56564369907357,10.62053027201
"4690",6930,"IRL",2002,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",43012.8146,3925.486265,4.99552059004158,10.6692766128471
"4691",6931,"IRL",2003,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",44372.7564,3989.954669,3.16171311421225,10.7004035015963
"4692",6932,"IRL",2004,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",47028.8647,4063.574012,5.98589881605822,10.7585380980479
"4693",6933,"IRL",2005,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",49223.3831,4153.079212,4.66632229801627,10.8041443711789
"4694",6934,"IRL",2006,NA,1,NA,0,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",51296.1944,4267.114542,4.21102973720634,10.8453913396048
"4695",6935,"IRL",2007,NA,1,NA,1,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",52322.2313,4391.713987,2.0002203126398,10.8651957445451
"4696",6936,"IRL",2008,NA,1,NA,1,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",49583.1415,4482.167127,-5.2350401195524,10.8114263337666
"4697",6937,"IRL",2009,NA,1,NA,1,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",47375.7345,4527.923325,-4.45193050141851,10.7658865538517
"4698",6938,"IRL",2010,NA,1,NA,1,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",48623.8105,4552.662112,2.63442036977812,10.7918891837409
"4699",6939,"IRL",2011,NA,1,NA,1,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",48980,4572.558868,0.732541313272847,10.7991877467943
"4700",6940,"IRL",2012,NA,1,NA,1,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",48333,4591.975913,-1.32094732543895,10.7858905257429
"4701",6941,"IRL",2013,NA,1,NA,1,0,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",48743,4616.218516,0.848281712287671,10.7943373919283
"4702",6942,"IRL",2014,NA,1,NA,1,0,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",52651,4650.086779,8.01756149600968,10.8714595035453
"4703",6943,"IRL",2015,NA,1,NA,1,0,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",54278,4694.23113,3.09015973105924,10.9018926907872
"4704",6944,"IRL",2016,NA,1,NA,1,NA,0,0,NA,NA,NA,205,"IRE","IRL",372,"Ireland",1,"Ireland",56597,4747.521429,4.27244924278713,10.9437289278779
"4705",7015,"ITA",1870,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2826.3607,27888,4.84330578388544,7.9470989406405
"4706",7016,"ITA",1871,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2811.12,28063,-0.539234075820552,7.94169392627324
"4707",7017,"ITA",1872,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2593,28233,-7.75918495119383,7.86095636487639
"4708",7018,"ITA",1873,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2581,28387,-0.462784419591207,7.85631957140659
"4709",7019,"ITA",1874,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2715,28505,5.19178612940721,7.90691548867859
"4710",7020,"ITA",1875,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2727,28630,0.441988950276243,7.91132401896335
"4711",7021,"ITA",1876,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2662,28837,-2.38357169050238,7.88720858581393
"4712",7022,"ITA",1877,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2678,29067,0.601051840721262,7.89319886954461
"4713",7023,"ITA",1878,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2745,29252,2.50186706497386,7.91790058632792
"4714",7024,"ITA",1879,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2753,29425,0.29143897996357,7.9208096792886
"4715",7025,"ITA",1880,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2796,29534,1.56193243734108,7.93630269320196
"4716",7026,"ITA",1881,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2880,29672,3.00429184549356,7.96589273508453
"4717",7027,"ITA",1882,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2915,29898,1.21527777777778,7.97796809312855
"4718",7028,"ITA",1883,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2942,30113,0.926243567753002,7.98718474823347
"4719",7029,"ITA",1884,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2898,30366,-1.49558123725357,7.97212112892166
"4720",7030,"ITA",1885,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2941,30644,1.48378191856453,7.98684490116138
"4721",7031,"ITA",1886,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3005,30857,2.17613056783407,8.00836557031292
"4722",7032,"ITA",1887,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3081,31049,2.52911813643927,8.03333401588006
"4723",7033,"ITA",1888,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3065,31243,-0.519311911716975,8.02812905943176
"4724",7034,"ITA",1889,1,1,1,0,0,0,0,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",2971,31468,-3.06688417618271,7.99699040583765
"4725",7035,"ITA",1890,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",2974,31702,0.10097610232245,7.99799931797973
"4726",7036,"ITA",1891,1,1,1,0,0,0,0,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3014,31892,1.34498991257566,8.01135510916129
"4727",7037,"ITA",1892,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3017,32091,0.099535500995355,8.0123496393278
"4728",7038,"ITA",1893,1,1,1,0,0,0,0,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3064,32303,1.55783891282731,8.02780284837031
"4729",7039,"ITA",1894,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3081,32513,0.554830287206266,8.03333401588006
"4730",7040,"ITA",1895,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3107,32689,0.843881856540084,8.04173471148754
"4731",7041,"ITA",1896,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3153,32863,1.48052784036048,8.05642676752298
"4732",7042,"ITA",1897,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3158,33078,0.158579130986362,8.05801080080209
"4733",7043,"ITA",1898,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3145,33285,-0.411652944901837,8.05388708361822
"4734",7044,"ITA",1899,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3180,33487,1.11287758346582,8.06495089174914
"4735",7045,"ITA",1900,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3264,33672,2.64150943396226,8.09101504171053
"4736",7046,"ITA",1901,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3317,33877,1.62377450980392,8.10711747075039
"4737",7047,"ITA",1902,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3371,34166,1.62797708772988,8.12326131912175
"4738",7048,"ITA",1903,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3402,34436,0.919608424799763,8.1324126745009
"4739",7049,"ITA",1904,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3461,34715,1.73427395649618,8.14960173573616
"4740",7050,"ITA",1905,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3532,35011,2.05143022247905,8.16990264735914
"4741",7051,"ITA",1906,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3652,35297,3.39750849377123,8.20330402679528
"4742",7052,"ITA",1907,1,1,1,0,0,0,0,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3716,35594,1.75246440306681,8.22067217029725
"4743",7053,"ITA",1908,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3795,35899,2.1259418729817,8.24170315972982
"4744",7054,"ITA",1909,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3826,36213,0.816864295125165,8.2498364854257
"4745",7055,"ITA",1910,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3829,36572,0.0784108729743858,8.25062008217469
"4746",7056,"ITA",1911,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3870,36917,1.07077565944111,8.26126815057765
"4747",7057,"ITA",1912,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",3875,37150,0.129198966408269,8.26255897301066
"4748",7058,"ITA",1913,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4057,37248,4.69677419354839,8.30844552038576
"4749",7059,"ITA",1914,1,1,1,0,0,0,0,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3835,37526,-5.47202366280503,8.25218543600333
"4750",7060,"ITA",1915,1,1,0,0,0,1,0,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3642,37982,-5.03259452411995,8.20056279700856
"4751",7061,"ITA",1916,1,1,0,0,0,0,1,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3942,38142,8.23723228995058,8.27969713387763
"4752",7062,"ITA",1917,1,1,0,0,0,0,1,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3955,37981,0.329781836631152,8.2829886927426
"4753",7063,"ITA",1918,0,1,0,0,0,0,1,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3856,37520,-2.5031605562579,8.25764495820823
"4754",7064,"ITA",1919,0,1,0,0,0,1,0,0,0,1,325,"ITA","ITA",380,"Italy",1,"Italy",3701,37250,-4.01970954356846,8.21662849313344
"4755",7065,"ITA",1920,0,1,0,0,0,1,1,0,0,2,325,"ITA","ITA",380,"Italy",1,"Italy",3789,37398,2.37773574709538,8.24012129807647
"4756",7066,"ITA",1921,0,1,1,0,0,0,0,0,0,1,325,"ITA","ITA",380,"Italy",1,"Italy",3660,37691,-3.40459224069675,8.20549161312024
"4757",7067,"ITA",1922,0,1,1,0,0,0,0,0,0,1,325,"ITA","ITA",380,"Italy",0,"Italy",3928,38086,7.3224043715847,8.27614021955846
"4758",7068,"ITA",1923,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4248,38460,8.14663951120163,8.35443894011481
"4759",7069,"ITA",1924,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4324,38810,1.78907721280603,8.37216741936598
"4760",7070,"ITA",1925,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4580,39165,5.9204440333025,8.42967259388674
"4761",7071,"ITA",1926,0,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4576,39502,-0.0873362445414847,8.42879904065364
"4762",7072,"ITA",1927,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4454,39848,-2.66608391608392,8.40178233990491
"4763",7073,"ITA",1928,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4693,40186,5.3659631791648,8.45404037641097
"4764",7074,"ITA",1929,1,1,0,0,0,0,0,0,0,0,325,"ITA","ITA",380,"Italy",0,"Italy",4889,40469,4.17643298529725,8.49494758246892
