"","X","cc3","year","gold_standard","independence","banking_crisis","systemic_crisis","domestic_debt_in_default","currency_crises","inflation_crises","external_default_ex_1975","external_default_in_1975","crisis_tally","cown","cowcodes","iso3c","iso3n","country_name","democracy","country","gdppc","pop","percent_growth","log_gdppc"
"1",71,"DZA",1870,0,0,1,1,0,0,0,0,0,2,615,NA,NA,NA,NA,NA,"Algeria",1140,3776,NA,7.03966034986208
"2",72,"DZA",1871,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",73,"DZA",1872,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",74,"DZA",1873,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",75,"DZA",1874,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",76,"DZA",1875,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",77,"DZA",1876,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",78,"DZA",1877,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",79,"DZA",1878,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",80,"DZA",1879,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",81,"DZA",1880,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",82,"DZA",1881,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",83,"DZA",1882,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",84,"DZA",1883,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",85,"DZA",1884,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",86,"DZA",1885,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",87,"DZA",1886,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",88,"DZA",1887,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",89,"DZA",1888,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",90,"DZA",1889,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",91,"DZA",1890,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",92,"DZA",1891,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",93,"DZA",1892,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",94,"DZA",1893,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",95,"DZA",1894,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",96,"DZA",1895,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",97,"DZA",1896,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",98,"DZA",1897,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",99,"DZA",1898,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",100,"DZA",1899,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",101,"DZA",1900,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",102,"DZA",1901,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",103,"DZA",1902,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",104,"DZA",1903,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",105,"DZA",1904,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",106,"DZA",1905,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",107,"DZA",1906,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",108,"DZA",1907,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",109,"DZA",1908,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",110,"DZA",1909,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",111,"DZA",1910,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",112,"DZA",1911,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",113,"DZA",1912,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",114,"DZA",1913,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",1854,5497,NA,7.52563997504154
"45",115,"DZA",1914,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",116,"DZA",1915,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",117,"DZA",1916,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",118,"DZA",1917,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",119,"DZA",1918,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",120,"DZA",1919,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",121,"DZA",1920,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",122,"DZA",1921,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",123,"DZA",1922,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",124,"DZA",1923,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",125,"DZA",1924,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",126,"DZA",1925,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",127,"DZA",1926,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",128,"DZA",1927,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",129,"DZA",1928,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",130,"DZA",1929,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",131,"DZA",1930,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",132,"DZA",1931,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",133,"DZA",1932,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",134,"DZA",1933,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",135,"DZA",1934,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",136,"DZA",1935,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",137,"DZA",1936,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",138,"DZA",1937,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",139,"DZA",1938,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",140,"DZA",1939,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",141,"DZA",1940,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",142,"DZA",1941,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",143,"DZA",1942,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",144,"DZA",1943,0,0,0,0,0,1,1,0,0,2,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",145,"DZA",1944,0,0,0,0,0,1,1,0,0,2,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",146,"DZA",1945,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",147,"DZA",1946,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",148,"DZA",1947,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",149,"DZA",1948,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",150,"DZA",1949,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",151,"DZA",1950,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2176,8892.718,NA,7.68570306123455
"82",152,"DZA",1951,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2147,9073.304,-1.33272058823529,7.67229245562876
"83",153,"DZA",1952,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2193,9279.525,2.14252445272473,7.69348164083518
"84",154,"DZA",1953,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2182,9531.71,-0.501595987232102,7.68845535654994
"85",155,"DZA",1954,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2291,9611.093,4.99541704857929,7.73718007783463
"86",156,"DZA",1955,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2303,9841.851,0.523788738542121,7.74240202181578
"87",157,"DZA",1956,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2475,10057.133,7.46851932262267,7.81439963380449
"88",158,"DZA",1957,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2699,10270.856,9.05050505050505,7.90100705199242
"89",159,"DZA",1958,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2740,10484.925,1.51908114116339,7.91607809630279
"90",160,"DZA",1959,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",3178,10696.396,15.985401459854,8.0643219609108
"91",161,"DZA",1960,0,0,0,0,0,1,0,0,0,1,615,NA,NA,NA,NA,NA,"Algeria",3328,10909.294,4.71994965387036,8.11042723757502
"92",162,"DZA",1961,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2868,11121.645,-13.8221153846154,7.96171881598136
"93",163,"DZA",1962,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2284,11000.948,-20.3626220362622,7.7341213033283
"94",164,"DZA",1963,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2818,11272.878,23.3800350262697,7.94413749111411
"95",165,"DZA",1964,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2879,11612.858,2.16465578424414,7.96554557312999
"96",166,"DZA",1965,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2981,11963.091,3.54289683918027,8.00034949532468
"97",167,"DZA",1966,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2750,12339.14,-7.74907749077491,7.91971976092457
"98",168,"DZA",1967,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2907,12760.499,5.70909090909091,7.97522083865341
"99",169,"DZA",1968,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3151,13146.267,8.39353285173719,8.05579245097777
"100",170,"DZA",1969,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3355,13528.304,6.47413519517613,8.1185050675871
"101",171,"DZA",1970,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3585,13931.846,6.85543964232489,8.18479265416508
"102",172,"DZA",1971,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3188,14335.388,-11.0739191073919,8.06746266701006
"103",173,"DZA",1972,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3746,14760.787,17.5031367628607,8.22871079879369
"104",174,"DZA",1973,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3757,15197.724,0.293646556326749,8.23164217997341
"105",175,"DZA",1974,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3870,15653.2,3.00771892467394,8.26126815057765
"106",176,"DZA",1975,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4020,16140.252,3.87596899224806,8.29928590689727
"107",177,"DZA",1976,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4157,16634.618,3.40796019900498,8.33278946841796
"108",178,"DZA",1977,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4398,17152.804,5.79745008419533,8.38913252134872
"109",179,"DZA",1978,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4812,17685.768,9.41336971350614,8.47907586930311
"110",180,"DZA",1979,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5088,18229.932,5.7356608478803,8.53483662658883
"111",181,"DZA",1980,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5024,18806.061,-1.25786163522013,8.52218073292728
"112",182,"DZA",1981,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4991,19407.036,-0.656847133757962,8.51559191004926
"113",183,"DZA",1982,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5145,20033.753,3.08555399719495,8.54597499284169
"114",184,"DZA",1983,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5243,20680.982,1.9047619047619,8.56483984488359
"115",185,"DZA",1984,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5361,21340.546,2.25061987411787,8.5870923187959
"116",186,"DZA",1985,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5469,22008.45,2.01454952434247,8.60703389541603
"117",187,"DZA",1986,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5262,22642.538,-3.78496982995063,8.56845648535378
"118",188,"DZA",1987,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5088,23254.956,-3.30672748004561,8.53483662658883
"119",189,"DZA",1988,0,1,0,0,0,1,0,0,0,1,615,"ALG","DZA",12,"Algeria",0,"Algeria",4850,23880.766,-4.67767295597484,8.48694014824522
"120",190,"DZA",1989,0,1,0,0,0,1,0,0,0,1,615,"ALG","DZA",12,"Algeria",0,"Algeria",4889,24496.305,0.804123711340206,8.49494758246892
"121",191,"DZA",1990,0,1,1,1,0,1,0,0,0,3,615,"ALG","DZA",12,"Algeria",0,"Algeria",4697,25089.032,-3.92718347310288,8.45489216521886
"122",192,"DZA",1991,0,1,1,1,0,1,1,1,1,5,615,"ALG","DZA",12,"Algeria",0,"Algeria",4708.2319,25722.00235,0.239129231424308,8.45728009515545
"123",193,"DZA",1992,0,1,1,1,0,0,1,1,1,4,615,"ALG","DZA",12,"Algeria",0,"Algeria",4850.2233,26386.96538,3.01581151939436,8.48698617893182
"124",194,"DZA",1993,0,1,0,0,0,0,1,1,1,2,615,"ALG","DZA",12,"Algeria",0,"Algeria",4816.9236,27045.42869,-0.686560142498997,8.48009832584693
"125",195,"DZA",1994,0,1,0,0,0,1,1,1,1,3,615,"ALG","DZA",12,"Algeria",0,"Algeria",4856.9854,27646.75197,0.831688507577731,8.4883791042056
"126",196,"DZA",1995,0,1,0,0,0,1,1,1,1,3,615,"ALG","DZA",12,"Algeria",0,"Algeria",5142.384,28207.67356,5.87604401693282,8.5454665075803
"127",197,"DZA",1996,0,1,0,0,0,0,0,1,1,1,615,"ALG","DZA",12,"Algeria",0,"Algeria",5451.6344,28721.49754,6.01375548772709,8.60385414701546
"128",198,"DZA",1997,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5638.4802,29200.1477,3.4273354794298,8.63754717712426
"129",199,"DZA",1998,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",6069.7773,29649.00728,7.64917291010439,8.71124193186825
"130",200,"DZA",1999,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",6421.5085,30083.24398,5.79479579918031,8.76756405245533
"131",201,"DZA",2000,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",6834.5539,30514.66903,6.43221760120694,8.82989278464562
"132",202,"DZA",2001,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",7218.2458,30952.15957,5.61400064457755,8.88450576659677
"133",203,"DZA",2002,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",7814.8382,31396.79622,8.26506074370591,8.96390749238245
"134",204,"DZA",2003,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",8590.1775,31846.68166,9.92137367604104,9.05849108358164
"135",205,"DZA",2004,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",9182.2942,32320.20156,6.89295069863225,9.12514126456086
"136",206,"DZA",2005,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",9969.6226,32785.04055,8.57441923392087,9.20739830834816
"137",207,"DZA",2006,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",10385.7791,33286.41485,4.17424527183205,9.24828903603334
"138",208,"DZA",2007,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",10974.7423,33865.506,5.6708619962849,9.3034428711915
"139",209,"DZA",2008,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",11475.0024,34480.04087,4.55828561915298,9.34801338623333
"140",210,"DZA",2009,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",11907.0215,35126.13816,3.76487154373058,9.38496752764294
"141",211,"DZA",2010,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",12587.7443,35805.13447,5.71698640167904,9.44055838417703
"142",212,"DZA",2011,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13204,36506.72245,4.89568015772293,9.48835082473123
"143",213,"DZA",2012,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13379,37216.78517,1.32535595274159,9.50151633368222
"144",214,"DZA",2013,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13494,37934.47009,0.859556020629344,9.5100745254521
"145",215,"DZA",2014,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13744,38657.45757,1.85267526307989,9.52843040059935
"146",216,"DZA",2015,0,1,NA,NA,0,0,0,0,0,NA,615,"ALG","DZA",12,"Algeria",0,"Algeria",14004,39382.96884,1.89173457508731,9.54716968769421
"147",217,"DZA",2016,0,1,NA,NA,NA,0,0,0,0,NA,615,"ALG","DZA",12,"Algeria",0,"Algeria",14331,40101.6089,2.3350471293916,9.57025007842484
"148",288,"AGO",1870,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",289,"AGO",1871,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",290,"AGO",1872,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",291,"AGO",1873,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",292,"AGO",1874,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",293,"AGO",1875,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",294,"AGO",1876,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",295,"AGO",1877,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",296,"AGO",1878,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",297,"AGO",1879,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",298,"AGO",1880,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",299,"AGO",1881,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",300,"AGO",1882,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",301,"AGO",1883,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",302,"AGO",1884,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",303,"AGO",1885,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",304,"AGO",1886,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",305,"AGO",1887,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",306,"AGO",1888,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",307,"AGO",1889,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",308,"AGO",1890,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",309,"AGO",1891,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",310,"AGO",1892,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",311,"AGO",1893,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",312,"AGO",1894,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",313,"AGO",1895,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",314,"AGO",1896,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",315,"AGO",1897,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",316,"AGO",1898,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",317,"AGO",1899,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",318,"AGO",1900,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",319,"AGO",1901,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",320,"AGO",1902,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",321,"AGO",1903,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",322,"AGO",1904,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",323,"AGO",1905,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",324,"AGO",1906,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",325,"AGO",1907,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",326,"AGO",1908,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",327,"AGO",1909,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",328,"AGO",1910,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",329,"AGO",1911,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",330,"AGO",1912,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",331,"AGO",1913,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",332,"AGO",1914,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
