"","X","cc3","year","gold_standard","independence","banking_crisis","systemic_crisis","domestic_debt_in_default","currency_crises","inflation_crises","external_default_ex_1975","external_default_in_1975","crisis_tally","cown","cowcodes","iso3c","iso3n","country_name","democracy","country","gdppc","pop","percent_growth","log_gdppc","gdppc_impute","pop_impute","percent_growth_impute"
"1",1,"DZA",1800,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462,5137.877064,-7.04824976348155
"2",2,"DZA",1801,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,4592.487037,2.02830188679245
"3",3,"DZA",1802,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3894,5019.203153,4.98727735368955
"4",4,"DZA",1803,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3545,5235.17679,-2.28136882129278
"5",5,"DZA",1804,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3207,5189.259021,8.10810810810811
"6",6,"DZA",1805,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3971.2184,5137.877064,-17.203405753807
"7",7,"DZA",1806,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,5189.259021,-6.85010031527658
"8",8,"DZA",1807,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445.8522,5235.17679,-6.85010031527658
"9",9,"DZA",1808,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421.007,2511,1.80555555555556
"10",10,"DZA",1809,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,5189.259021,-2.31532524807056
"11",11,"DZA",1810,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685,5189.259021,-4.58871515975527
"12",12,"DZA",1811,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685,5137.877064,0.338600451467269
"13",13,"DZA",1812,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.1917,1155,0.0604960677555959
"14",14,"DZA",1813,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2263,5137.877064,1.53846153846154
"15",15,"DZA",1814,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,5567.301,2.87769784172662
"16",16,"DZA",1815,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310,287,2.74802049371217
"17",17,"DZA",1816,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2869,2855,-1.41843971631206
"18",18,"DZA",1817,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694.6176,25969,0.830469644902635
"19",19,"DZA",1818,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,28283,-1.08602457845099
"20",20,"DZA",1819,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,2855,1.8957345971564
"21",21,"DZA",1820,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",685,2689,NA,6.53087762772588,685,2689,-0.284089879271696
"22",22,"DZA",1821,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2665.0738,220218,-1.30072840790843
"23",23,"DZA",1822,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,1219,-2.07715133531157
"24",24,"DZA",1823,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538.129,12366,3.62694300518134
"25",25,"DZA",1824,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,2376,-2.67201068804275
"26",26,"DZA",1825,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,8141.075594,6.10057708161583
"27",27,"DZA",1826,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,771,30.7645259938838
"28",28,"DZA",1827,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2703.4754,409299,2.4298287975246
"29",29,"DZA",1828,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538.129,3273,-0.866738894907909
"30",30,"DZA",1829,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,12615,3.73360242179617
"31",31,"DZA",1830,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3612,2668,-0.728929384965831
"32",32,"DZA",1831,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473.0656,24684,5.22875816993464
"33",33,"DZA",1832,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3599,18377,-0.135196034249662
"34",34,"DZA",1833,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3419.696,25968,4.39093484419263
"35",35,"DZA",1834,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118,409598,2.54163014899211
"36",36,"DZA",1835,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211,25715,0.940975192472198
"37",37,"DZA",1836,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3553,3595,-1.21173469387755
"38",38,"DZA",1837,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3294.9928,24059,5.45740086376128
"39",39,"DZA",1838,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,1007,1.60789844851904
"40",40,"DZA",1839,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611.3115,36435,15.6617071260767
"41",41,"DZA",1840,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,13240,-7.51951748250143
"42",42,"DZA",1841,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2353,3573,-7.51951748250143
"43",43,"DZA",1842,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260,13392,-1.44927536231884
"44",44,"DZA",1843,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,3158,1.00565681961031
"45",45,"DZA",1844,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3736,8196,0.426590828297194
"46",46,"DZA",1845,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234,15136,-6.62373505059798
"47",47,"DZA",1846,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501,301845.537,0.323623422729266
"48",48,"DZA",1847,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,1591,6.15711252653928
"49",49,"DZA",1848,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.1681,412000,-0.423953365129836
"50",50,"DZA",1849,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3616.3928,399,4.86223662884927
"51",51,"DZA",1850,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120,32086,2.7235132001089
"52",52,"DZA",1851,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784,3462,3.53068984247691
"53",53,"DZA",1852,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398,31012,-1.6658954187876
"54",54,"DZA",1853,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,4950,1.83123877917415
"55",55,"DZA",1854,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3704,1628,2.63788968824941
"56",56,"DZA",1855,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4748,31264,-2.0818630910374
"57",57,"DZA",1856,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235,6389,2.9298205768794
"58",58,"DZA",1857,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5019,1080,-5.17515923566879
"59",59,"DZA",1858,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2613,1499,2.29295003422313
"60",60,"DZA",1859,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,63,-0.563976031018682
"61",61,"DZA",1860,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2419.271,39251,-0.0177430801987225
"62",62,"DZA",1861,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,40241,2.63158085091778
"63",63,"DZA",1862,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2780.2787,5523.110615,-0.283386468296139
"64",64,"DZA",1863,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170,1707,3.5159141376758
"65",65,"DZA",1864,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4111,500,-8.97896357106208
"66",66,"DZA",1865,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267,34648,9.9047619047619
"67",67,"DZA",1866,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,37390,12.2062663185379
"68",68,"DZA",1867,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446,5321.814028,-0.411652944901837
"69",69,"DZA",1868,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2965,1653,3.50877192982456
"70",70,"DZA",1869,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964,83586.99226,3.97039030955585
"71",71,"DZA",1870,0,0,1,1,0,0,0,0,0,2,615,NA,NA,NA,NA,NA,"Algeria",1140,3776,NA,7.03966034986208,1140,3776,-5.70400822199383
"72",72,"DZA",1871,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258,1108,-3.10880829015544
"73",73,"DZA",1872,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,1573,0.600085726532362
"74",74,"DZA",1873,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,32513,0
"75",75,"DZA",1874,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,7416.125509,8.54481207838098
"76",76,"DZA",1875,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,4178,8.54481207838098
"77",77,"DZA",1876,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,4571,2.64660093409445
"78",78,"DZA",1877,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,48185,-8.43373493975904
"79",79,"DZA",1878,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627,5487,2.37892948173322
"80",80,"DZA",1879,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,2697,-1.39251523063533
"81",81,"DZA",1880,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,10253.23601,1.16046418567427
"82",82,"DZA",1881,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3967,3776,-1.02988330716603
"83",83,"DZA",1882,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2834,12030.03821,4.74708171206226
"84",84,"DZA",1883,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677,16939.92357,-3.93313667649951
"85",85,"DZA",1884,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2536,2623,10.7954545454545
"86",86,"DZA",1885,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120,21593.47094,5.24884416644003
"87",87,"DZA",1886,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2582,59302.12952,0
"88",88,"DZA",1887,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3617,42611,0.734753857457752
"89",89,"DZA",1888,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301,2959,-2.17391304347826
"90",90,"DZA",1889,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2971,2006,-1.67400881057269
"91",91,"DZA",1890,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3065,6725,2.26997578692494
"92",92,"DZA",1891,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2426,391980,0.673194614443084
"93",93,"DZA",1892,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4409,30366,5.2565180824222
"94",94,"DZA",1893,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3631,2047,-0.627240143369176
"95",95,"DZA",1894,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1729,4555,13.6749716874292
"96",96,"DZA",1895,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,43174,-0.247157686604053
"97",97,"DZA",1896,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4741,37520,6.29356915071134
"98",98,"DZA",1897,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446,3779,0.545094152626363
"99",99,"DZA",1898,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,40481,0.492853622474125
"100",100,"DZA",1899,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,851,3.42465753424658
"101",101,"DZA",1900,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2063,2019,9.28714859437751
"102",102,"DZA",1901,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5762,2809,3.99045760138799
"103",103,"DZA",1902,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,3967,3.22019147084421
"104",104,"DZA",1903,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1835,2255,2
"105",105,"DZA",1904,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2745,4399,-0.0891861761426979
"106",106,"DZA",1905,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,57209,-1.74805244157325
"107",107,"DZA",1906,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143,65205,-13.4670487106017
"108",108,"DZA",1907,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,3752,-7.50032666928002
"109",109,"DZA",1908,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,5104.247,-7.04611415672364
"110",110,"DZA",1909,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3829,66786.7139,-7.50032666928002
"111",111,"DZA",1910,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5807,237.041,-2.9521342326191
"112",112,"DZA",1911,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731,119269.949,17.3343807279393
"113",113,"DZA",1912,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,5876,4.22535211267606
"114",114,"DZA",1913,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",1854,5497,NA,7.52563997504154,1854,5497,6.77589558455985
"115",115,"DZA",1914,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,49518,8.23481451284142
"116",116,"DZA",1915,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3470,40473,-3.77636096125552
"117",117,"DZA",1916,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3344,5154.312539,7.27513227513227
"118",118,"DZA",1917,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10152.9271,8559,3.00957592339261
"119",119,"DZA",1918,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,7520,4.39405526243882
"120",120,"DZA",1919,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6704,5426,-0.458015267175573
"121",121,"DZA",1920,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4224,4862,1.6924842226047
"122",122,"DZA",1921,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4229,10107,7.00892857142857
"123",123,"DZA",1922,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095,6007,1.07039934129271
"124",124,"DZA",1923,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5263,2958,4.44015444015444
"125",125,"DZA",1924,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,6113,-5.80912863070539
"126",126,"DZA",1925,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827,5040,4.60189919649379
"127",127,"DZA",1926,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7726,10006.42469,3.53574173712529
"128",128,"DZA",1927,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389.0168,22157.355,-10.9226594301221
"129",129,"DZA",1928,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4543,773,14.1807494489346
"130",130,"DZA",1929,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317,5933.968,-4.18794716854115
"131",131,"DZA",1930,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3805,127854.8729,1.83548606390211
"132",132,"DZA",1931,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3263,3473,13.2365145228216
"133",133,"DZA",1932,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,622,7.35492577597841
"134",134,"DZA",1933,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3916,10288.56285,0.929262279537265
"135",135,"DZA",1934,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8191,34256,10.0936100936101
"136",136,"DZA",1935,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,29060.413,0.662460567823344
"137",137,"DZA",1936,1,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3690,9500.606,3.46320346320346
"138",138,"DZA",1937,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,17917,1.80383314543405
"139",139,"DZA",1938,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2801,78119,1.62214904256617
"140",140,"DZA",1939,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5673,10041.225,3.88113462404322
"141",141,"DZA",1940,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2986,4010.933,3.87662025924148
"142",142,"DZA",1941,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2440,1921,4.46337999594238
"143",143,"DZA",1942,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7133,4523.309,0
"144",144,"DZA",1943,0,0,0,0,0,1,1,0,0,2,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043,42635.99463,1.36724960254372
"145",145,"DZA",1944,0,0,0,0,0,1,1,0,0,2,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570,2848,0.889435244775472
"146",146,"DZA",1945,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482,2092.779,-1.2481426448737
"147",147,"DZA",1946,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,50940.182,0.00761556621734826
"148",148,"DZA",1947,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8097,507959,-0.57618437900128
"149",149,"DZA",1948,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11735,209896,5.50030599755202
"150",150,"DZA",1949,0,0,0,0,0,0,1,0,0,1,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6344,10299.89154,5.2507444646994
"151",151,"DZA",1950,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2176,8892.718,NA,7.68570306123455,2176,8892.718,-8.56227106227106
"152",152,"DZA",1951,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2147,9073.304,-1.33272058823529,7.67229245562876,2147,9073.304,-1.33272058823529
"153",153,"DZA",1952,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2193,9279.525,2.14252445272473,7.69348164083518,2193,9279.525,2.14252445272473
"154",154,"DZA",1953,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2182,9531.71,-0.501595987232102,7.68845535654994,2182,9531.71,-0.501595987232102
"155",155,"DZA",1954,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2291,9611.093,4.99541704857929,7.73718007783463,2291,9611.093,4.99541704857929
"156",156,"DZA",1955,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2303,9841.851,0.523788738542121,7.74240202181578,2303,9841.851,0.523788738542121
"157",157,"DZA",1956,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2475,10057.133,7.46851932262267,7.81439963380449,2475,10057.133,7.46851932262267
"158",158,"DZA",1957,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2699,10270.856,9.05050505050505,7.90100705199242,2699,10270.856,9.05050505050505
"159",159,"DZA",1958,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2740,10484.925,1.51908114116339,7.91607809630279,2740,10484.925,1.51908114116339
"160",160,"DZA",1959,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",3178,10696.396,15.985401459854,8.0643219609108,3178,10696.396,15.985401459854
"161",161,"DZA",1960,0,0,0,0,0,1,0,0,0,1,615,NA,NA,NA,NA,NA,"Algeria",3328,10909.294,4.71994965387036,8.11042723757502,3328,10909.294,4.71994965387036
"162",162,"DZA",1961,0,0,0,0,0,0,0,0,0,0,615,NA,NA,NA,NA,NA,"Algeria",2868,11121.645,-13.8221153846154,7.96171881598136,2868,11121.645,-13.8221153846154
"163",163,"DZA",1962,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2284,11000.948,-20.3626220362622,7.7341213033283,2284,11000.948,-20.3626220362622
"164",164,"DZA",1963,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2818,11272.878,23.3800350262697,7.94413749111411,2818,11272.878,23.3800350262697
"165",165,"DZA",1964,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2879,11612.858,2.16465578424414,7.96554557312999,2879,11612.858,2.16465578424414
"166",166,"DZA",1965,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2981,11963.091,3.54289683918027,8.00034949532468,2981,11963.091,3.54289683918027
"167",167,"DZA",1966,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2750,12339.14,-7.74907749077491,7.91971976092457,2750,12339.14,-7.74907749077491
"168",168,"DZA",1967,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",2907,12760.499,5.70909090909091,7.97522083865341,2907,12760.499,5.70909090909091
