"","X","cc3","year","gold_standard","independence","banking_crisis","systemic_crisis","domestic_debt_in_default","currency_crises","inflation_crises","external_default_ex_1975","external_default_in_1975","crisis_tally","cown","cowcodes","iso3c","iso3n","country_name","democracy","country","gdppc","pop","percent_growth","log_gdppc","gdppc_impute","pop_impute","percent_growth_impute"
"14478",14478,"URY",1955,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",8176,2353.136,-1.17248881904992,9.00908061416198,8176,2353.136,-1.17248881904992
"14479",14479,"URY",1956,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",8225,2389.29,0.599315068493151,9.01505514879037,8225,2389.29,0.599315068493151
"14480",14480,"URY",1957,NA,1,0,0,0,1,0,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",8176,2424.959,-0.595744680851064,9.00908061416198,8176,2424.959,-0.595744680851064
"14481",14481,"URY",1958,NA,1,0,0,0,1,0,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",7788,2460.411,-4.74559686888454,8.96046776091995,7788,2460.411,-4.74559686888454
"14482",14482,"URY",1959,NA,1,0,0,0,0,1,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",7450,2495.022,-4.34001027221366,8.91610353055373,7450,2495.022,-4.34001027221366
"14483",14483,"URY",1960,NA,1,0,0,0,0,1,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",7643,2530.969,2.59060402684564,8.94167630536016,7643,2530.969,2.59060402684564
"14484",14484,"URY",1961,NA,1,0,0,0,0,1,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",7740,2563.794,1.26913515635222,8.95428615720471,7740,2563.794,1.26913515635222
"14485",14485,"URY",1962,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",7498,2598.466,-3.1266149870801,8.92252495730139,7498,2598.466,-3.1266149870801
"14486",14486,"URY",1963,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",7450,2632.111,-0.640170712189917,8.91610353055373,7450,2632.111,-0.640170712189917
"14487",14487,"URY",1964,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",7498,2663.61,0.644295302013423,8.92252495730139,7498,2663.61,0.644295302013423
"14488",14488,"URY",1965,NA,1,0,0,0,1,1,1,1,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",7498,2693.133,0,8.92252495730139,7498,2693.133,0
"14489",14489,"URY",1966,NA,1,0,0,0,0,1,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",7693,2721.207,2.60069351827154,8.94819608331224,7693,2721.207,2.60069351827154
"14490",14490,"URY",1967,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",7305,2748.579,-5.04354608085272,8.89645120735523,7305,2748.579,-5.04354608085272
"14491",14491,"URY",1968,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",7353,2776.607,0.657084188911704,8.90299966186122,7353,2776.607,0.657084188911704
"14492",14492,"URY",1969,NA,1,0,0,0,0,1,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",7740,2801.859,5.26315789473684,8.95428615720471,7740,2801.859,5.26315789473684
"14493",14493,"URY",1970,NA,1,0,0,0,1,0,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",8030,2823.659,3.74677002583979,8.99106433218846,8030,2823.659,3.74677002583979
"14494",14494,"URY",1971,NA,1,1,0,0,1,1,0,0,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",7933,2826.042,-1.2079701120797,8.97891260107428,7933,2826.042,-1.2079701120797
"14495",14495,"URY",1972,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",7643,2829.526,-3.65561578217572,8.94167630536016,7643,2829.526,-3.65561578217572
"14496",14496,"URY",1973,NA,1,0,0,0,0,1,0,0,1,165,"URU","URY",858,"Uruguay",0,"Uruguay",7885,2834.115,3.16629595708491,8.97284431443757,7885,2834.115,3.16629595708491
"14497",14497,"URY",1974,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",0,"Uruguay",8176,2838.213,3.69055168040583,9.00908061416198,8176,2838.213,3.69055168040583
"14498",14498,"URY",1975,NA,1,0,0,0,2,1,0,0,3,165,"URU","URY",858,"Uruguay",0,"Uruguay",8563,2844,4.73336594911937,9.05532264970957,8563,2844,4.73336594911937
"14499",14499,"URY",1976,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",0,"Uruguay",8853,2861,3.38666355249329,9.08862461329209,8853,2861,3.38666355249329
"14500",14500,"URY",1977,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",0,"Uruguay",8950,2879,1.09567378289845,9.09952053687094,8950,2879,1.09567378289845
"14501",14501,"URY",1978,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",0,"Uruguay",9483,2897,5.95530726256983,9.1573614471853,9483,2897,5.95530726256983
"14502",14502,"URY",1979,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",0,"Uruguay",9966,2914,5.09332489718444,9.20703491496746,9966,2914,5.09332489718444
"14503",14503,"URY",1980,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",0,"Uruguay",10546,2930,5.81978727674092,9.26359673827661,10546,2930,5.81978727674092
"14504",14504,"URY",1981,NA,1,1,1,0,1,1,0,0,4,165,"URU","URY",858,"Uruguay",0,"Uruguay",10643,2848,0.919780011378722,9.27275163209758,10643,2848,0.919780011378722
"14505",14505,"URY",1982,NA,1,1,1,0,1,0,0,0,3,165,"URU","URY",858,"Uruguay",0,"Uruguay",9578,2968,-10.0065770929249,9.16732848138289,9578,2968,-10.0065770929249
"14506",14506,"URY",1983,NA,1,1,1,0,1,1,1,1,5,165,"URU","URY",858,"Uruguay",0,"Uruguay",8950,2989,-6.55669242012946,9.09952053687094,8950,2989,-6.55669242012946
"14507",14507,"URY",1984,NA,1,1,1,0,1,1,1,1,5,165,"URU","URY",858,"Uruguay",0,"Uruguay",8805,3008,-1.62011173184358,9.0831885863157,8805,3008,-1.62011173184358
"14508",14508,"URY",1985,NA,1,1,1,0,1,1,1,1,5,165,"URU","URY",858,"Uruguay",1,"Uruguay",8901,3012,1.09028960817717,9.0940312495758,8901,3012,1.09028960817717
"14509",14509,"URY",1986,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",9628,3031,8.16762161554881,9.17253465724028,9628,3031,8.16762161554881
"14510",14510,"URY",1987,NA,1,0,0,0,1,1,1,1,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",10305,3049,7.0315745741587,9.24048152888817,10305,3049,7.0315745741587
"14511",14511,"URY",1988,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",10256,3068,-0.475497331392528,9.23571567830741,10256,3068,-0.475497331392528
"14512",14512,"URY",1989,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",10305,3088,0.477769110764431,9.24048152888817,10305,3088,0.477769110764431
"14513",14513,"URY",1990,NA,1,0,0,0,1,1,1,1,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",10305,3110,0,9.24048152888817,10305,3110,0
"14514",14514,"URY",1991,NA,1,0,0,0,1,1,1,1,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",10586.4084,3123.704659,2.73079475982533,9.26742068721096,10586.4084,3123.704659,2.73079475982533
"14515",14515,"URY",1992,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",11349.542,3136.528269,7.20861666360802,9.33702077507336,11349.542,3136.528269,7.20861666360802
"14516",14516,"URY",1993,NA,1,0,0,0,2,1,0,0,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",11581.7047,3149.027281,2.04556888727317,9.35726829034853,11581.7047,3149.027281,2.04556888727317
"14517",14517,"URY",1994,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",12344.1501,3162.334762,6.58318805175546,9.4210185604741,12344.1501,3162.334762,6.58318805175546
"14518",14518,"URY",1995,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",12092.6389,3175.446679,-2.03749304701019,9.40043488260669,12092.6389,3175.446679,-2.03749304701019
"14519",14519,"URY",1996,NA,1,0,0,0,1,1,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",12660.1627,3189.663436,4.69313443238598,9.44629453192343,12660.1627,3189.663436,4.69313443238598
"14520",14520,"URY",1997,NA,1,0,0,0,1,0,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",13226.4778,3206.580802,4.47320554577075,9.4900515964552,13226.4778,3206.580802,4.47320554577075
"14521",14521,"URY",1998,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",13744.3211,3221.701794,3.91520182342119,9.52845376154874,13744.3211,3221.701794,3.91520182342119
"14522",14522,"URY",1999,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",13348.7563,3233.824797,-2.87802356421955,9.49925340898013,13348.7563,3233.824797,-2.87802356421955
"14523",14523,"URY",2000,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",13050.0639,3245.764333,-2.2376047122832,9.47662493433208,13050.0639,3245.764333,-2.2376047122832
"14524",14524,"URY",2001,NA,1,0,0,0,1,0,0,0,1,165,"URU","URY",858,"Uruguay",1,"Uruguay",12463.919,3257.254271,-4.49150980785619,9.4306734977416,12463.919,3257.254271,-4.49150980785619
"14525",14525,"URY",2002,NA,1,1,1,0,1,0,0,0,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",11399.5807,3267.741183,-8.53935507764451,9.34141957168175,11399.5807,3267.741183,-8.53935507764451
"14526",14526,"URY",2003,NA,1,1,1,0,0,0,1,1,3,165,"URU","URY",858,"Uruguay",1,"Uruguay",11438.6861,3276.873254,0.343042441903151,9.34484382574615,11438.6861,3276.873254,0.343042441903151
"14527",14527,"URY",2004,NA,1,1,1,0,0,0,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",11955.3094,3284.748267,4.51645665842687,9.38901440128913,11955.3094,3284.748267,4.51645665842687
"14528",14528,"URY",2005,NA,1,1,1,0,0,0,0,0,2,165,"URU","URY",858,"Uruguay",1,"Uruguay",12757.4986,3291.246261,6.70989911812739,9.45395288539896,12757.4986,3291.246261,6.70989911812739
"14529",14529,"URY",2006,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",13223.7808,3297.693853,3.6549657156145,9.48984768191995,13223.7808,3297.693853,3.6549657156145
"14530",14530,"URY",2007,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",13976.3926,3305.325921,5.69135114520349,9.54519648909378,13976.3926,3305.325921,5.69135114520349
"14531",14531,"URY",2008,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",14869.9267,3312.880369,6.39316686052452,9.60716335761998,14869.9267,3312.880369,6.39316686052452
"14532",14532,"URY",2009,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",15143.9961,3320.333002,1.84311197714243,9.62542546595058,15143.9961,3320.333002,1.84311197714243
"14533",14533,"URY",2010,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",16415.6288,3327.702974,8.39694286503414,9.70605005133048,16415.6288,3327.702974,8.39694286503414
"14534",14534,"URY",2011,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",17211,3335.222139,4.8452070261238,9.75336209395849,17211,3335.222139,4.8452070261238
"14535",14535,"URY",2012,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",17876,3343.077999,3.86380802974842,9.79127024941509,17876,3343.077999,3.86380802974842
"14536",14536,"URY",2013,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",18589,3351.275593,3.98858805101812,9.83037908071549,18589,3351.275593,3.98858805101812
"14537",14537,"URY",2014,NA,1,0,0,0,0,0,0,0,0,165,"URU","URY",858,"Uruguay",1,"Uruguay",19160,3359.856252,3.07170907525956,9.8606322422297,19160,3359.856252,3.07170907525956
"14538",14538,"URY",2015,NA,1,NA,0,0,0,0,0,0,NA,165,"URU","URY",858,"Uruguay",1,"Uruguay",19244,3368.84921,0.438413361169102,9.86500656571785,19244,3368.84921,0.438413361169102
"14539",14539,"URY",2016,NA,1,NA,0,NA,0,0,0,0,NA,165,"URU","URY",858,"Uruguay",1,"Uruguay",19468,3378.045797,1.16399916857202,9.87657873597891,19468,3378.045797,1.16399916857202
"14540",14540,"VEN",1800,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,"Venezuela (Bolivarian Republic of)",1073,NA,-94.4883912060818,6.97914527506881,1073,5189.259021,-94.4883912060818
"14541",14541,"VEN",1801,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568,5189.259021,-1.73487231024741
"14542",14542,"VEN",1802,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658,5235.17679,0.695227708051244
"14543",14543,"VEN",1803,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3894,5137.877064,0.557104670373531
"14544",14544,"VEN",1804,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2554,5235.17679,-2.7027027027027
"14545",14545,"VEN",1805,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,5460.302,8.89513108614232
"14546",14546,"VEN",1806,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067,5137.877064,-1.59509202453988
"14547",14547,"VEN",1807,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2809,5189.259021,-3.30578512396694
"14548",14548,"VEN",1808,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619,5019.203153,1.91353649893692
"14549",14549,"VEN",1809,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3250,3538,0.618811881188119
"14550",14550,"VEN",1810,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,5137.877064,5.24967989756722
"14551",14551,"VEN",1811,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,2511,-4.25790754257908
"14552",14552,"VEN",1812,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326.9184,31099,-3.69088811995386
"14553",14553,"VEN",1813,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1072.3851,2816,0.968523002421308
"14554",14554,"VEN",1814,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,789,2.87769784172662
"14555",14555,"VEN",1815,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,534,3.66412213740458
"14556",14556,"VEN",1816,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2717.7584,2855,0.869565840920671
"14557",14557,"VEN",1817,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398,3783,0.70984915705412
"14558",14558,"VEN",1818,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,3504,3.75146541617819
"14559",14559,"VEN",1819,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3308,10951,-2.30771931352962
"14560",14560,"VEN",1820,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,"Venezuela (Bolivarian Republic of)",968,718,NA,6.87626461189077,968,718,-3.29091706888987
"14561",14561,"VEN",1821,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372,500,7.2595281306715
"14562",14562,"VEN",1822,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1636.7555,32917,4.50222133299411
"14563",14563,"VEN",1823,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,338,-5.96807772380291
"14564",14564,"VEN",1824,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,1155,2.80442804428044
"14565",14565,"VEN",1825,0,0,0,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712,219334,2.03458799593082
"14566",14566,"VEN",1826,0,0,0,0,0,0,0,1,1,1,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,2398,3.33333333333333
"14567",14567,"VEN",1827,0,0,0,0,0,0,0,1,1,1,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2163,3495,-1.81731229076997
"14568",14568,"VEN",1828,0,0,0,0,0,0,0,1,1,1,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398,3532,-1.75342465753425
"14569",14569,"VEN",1829,0,1,0,0,0,0,0,1,1,1,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476.5341,12869,-1.64705882352941
"14570",14570,"VEN",1830,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1922,NA,NA,7.56164174558878,1922,1255,-0.702875399361022
"14571",14571,"VEN",1831,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1897,NA,-1.30072840790843,7.54855597916987,1897,2573,-1.30072840790843
"14572",14572,"VEN",1832,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2142,NA,12.9151291512915,7.66996199547358,2142,43052,12.9151291512915
"14573",14573,"VEN",1833,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2173,NA,1.44724556489262,7.68432406768116,2173,31563,1.44724556489262
"14574",14574,"VEN",1834,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2195,NA,1.01242521859181,7.69439280262942,2195,3783,1.01242521859181
"14575",14575,"VEN",1835,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2153,NA,-1.91343963553531,7.67508185771633,2153,2112,-1.91343963553531
"14576",14576,"VEN",1836,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2002,NA,-7.01346957733395,7.60240133566582,2002,4538.729283,-7.01346957733395
"14577",14577,"VEN",1837,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1884,NA,-5.8941058941059,7.54168309988211,1884,9395,-5.8941058941059
"14578",14578,"VEN",1838,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1693,NA,-10.1380042462845,7.434847875212,1693,5353.494,-10.1380042462845
"14579",14579,"VEN",1839,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1576,NA,-6.91080921441229,7.36327958696304,1576,3373,-6.91080921441229
"14580",14580,"VEN",1840,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1519,NA,-3.61675126903553,7.32646561384032,1519,4194,-3.61675126903553
"14581",14581,"VEN",1841,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1693,NA,11.4549045424621,7.434847875212,1693,1852,11.4549045424621
"14582",14582,"VEN",1842,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1884,NA,11.2817483756645,7.54168309988211,1884,33731,11.2817483756645
"14583",14583,"VEN",1843,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1750,NA,-7.11252653927813,7.46794233228585,1750,534,-7.11252653927813
"14584",14584,"VEN",1844,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1750,NA,0,7.46794233228585,1750,3661,0
"14585",14585,"VEN",1845,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1769,NA,1.08571428571429,7.47873482556787,1769,3461,1.08571428571429
"14586",14586,"VEN",1846,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1788,NA,1.07405313736574,7.48941208350872,1788,239987,1.07405313736574
"14587",14587,"VEN",1847,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1712,NA,-4.25055928411633,7.44600149832412,1712,329,-4.25055928411633
"14588",14588,"VEN",1848,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1712,NA,0,7.44600149832412,1712,3069,0
"14589",14589,"VEN",1849,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1576,NA,-7.94392523364486,7.36327958696304,1576,21239,-7.94392523364486
"14590",14590,"VEN",1850,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1884,1324,19.5431472081218,7.54168309988211,1884,1324,19.5431472081218
"14591",14591,"VEN",1851,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1808,NA,-4.03397027600849,7.5005294853953,1808,214105,-4.03397027600849
"14592",14592,"VEN",1852,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1884,NA,4.20353982300885,7.54168309988211,1884,2975,4.20353982300885
"14593",14593,"VEN",1853,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2000,NA,6.15711252653928,7.60140233458373,2000,35724,6.15711252653928
"14594",14594,"VEN",1854,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2039,NA,1.95,7.62070508683826,2039,2566,1.95
"14595",14595,"VEN",1855,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2115,NA,3.72731731240804,7.65728279297819,2115,21895.65708,3.72731731240804
"14596",14596,"VEN",1856,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1635,NA,-22.6950354609929,7.40000951716269,1635,1986,-22.6950354609929
"14597",14597,"VEN",1857,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1884,NA,15.2293577981651,7.54168309988211,1884,2057,15.2293577981651
"14598",14598,"VEN",1858,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1846,NA,-2.01698513800425,7.52131798019924,1846,412000,-2.01698513800425
"14599",14599,"VEN",1859,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1865,NA,1.02925243770314,7.53155238140729,1865,246842,1.02925243770314
"14600",14600,"VEN",1860,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1981,NA,6.21983914209115,7.59186171488993,1981,2680,6.21983914209115
"14601",14601,"VEN",1861,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",2134,NA,7.7233720343261,7.66622192566273,2134,4562,7.7233720343261
"14602",14602,"VEN",1862,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1884,NA,-11.7150890346767,7.54168309988211,1884,3685,-11.7150890346767
"14603",14603,"VEN",1863,0,1,0,0,0,0,0,0,0,0,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1731,NA,-8.12101910828025,7.45703208912238,1731,222891,-8.12101910828025
"14604",14604,"VEN",1864,0,1,0,0,0,0,1,0,0,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1693,NA,-2.19526285384171,7.434847875212,1693,2363,-2.19526285384171
"14605",14605,"VEN",1865,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1788,NA,5.61134081512109,7.48941208350872,1788,242803.533,5.61134081512109
"14606",14606,"VEN",1866,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1769,NA,-1.06263982102908,7.47873482556787,1769,2786,-1.06263982102908
"14607",14607,"VEN",1867,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1596,NA,-9.77953646127756,7.37588214821501,1596,8490,-9.77953646127756
"14608",14608,"VEN",1868,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1615,NA,1.19047619047619,7.38770923908104,1615,1653,1.19047619047619
"14609",14609,"VEN",1869,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1788,NA,10.7120743034056,7.48941208350872,1788,6385.229,10.7120743034056
"14610",14610,"VEN",1870,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1769,1653,-1.06263982102908,7.47873482556787,1769,1653,-1.06263982102908
"14611",14611,"VEN",1871,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1731,1675,-2.14810627473149,7.45703208912238,1731,1675,-2.14810627473149
"14612",14612,"VEN",1872,0,1,0,0,0,0,0,1,1,1,101,"VEN","VEN",862,"Venezuela",0,"Venezuela (Bolivarian Republic of)",1750,1699,1.09763142692086,7.46794233228585,1750,1699,1.09763142692086
